fact_id,fact_type,subject,predicate,object,fact_confidence,evidence_source,evidence_source_id,evidence_url,evidence_quote_span,evidence_status,applies_to_species,applies_to_stage,jurisdiction
DIS-044-clinical_sign-1,disease_section_fact,溃疡性肠炎,clinical_sign,Ulcerative enteritis can cause acute or chronic disease.,0.88,Merck Veterinary Manual,SRC-0088,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,Ulcerative Enteritis in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-044-clinical_sign-2,disease_section_fact,溃疡性肠炎,clinical_sign,"In bobwhite quail, acute ulcerative enteritis results in death without clinical signs or weight loss.",0.88,Merck Veterinary Manual,SRC-0088,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,Ulcerative Enteritis in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-044-clinical_sign-3,disease_section_fact,溃疡性肠炎,clinical_sign,Acute lesions include hemorrhagic enteritis of the duodenum.,0.88,Merck Veterinary Manual,SRC-0088,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,Ulcerative Enteritis in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-044-clinical_sign-4,disease_section_fact,溃疡性肠炎,clinical_sign,"In chickens and other game birds, the course of ulcerative enteritis is less severe and is accompanied by anorexia.",0.88,Merck Veterinary Manual,SRC-0088,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,Ulcerative Enteritis in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-044-necropsy_change-1,disease_section_fact,溃疡性肠炎,necropsy_change,"In bobwhite quail, acute ulcerative enteritis results in death without clinical signs or weight loss.",0.88,Merck Veterinary Manual,SRC-0088,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,Ulcerative Enteritis in Poultry / 剖检变化,EXTRACTED,chicken,,US
DIS-044-necropsy_change-2,disease_section_fact,溃疡性肠炎,necropsy_change,Acute lesions include hemorrhagic enteritis of the duodenum.,0.88,Merck Veterinary Manual,SRC-0088,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,Ulcerative Enteritis in Poultry / 剖检变化,EXTRACTED,chicken,,US
DIS-044-necropsy_change-3,disease_section_fact,溃疡性肠炎,necropsy_change,"In early disease stages, the most common lesions of ulcerative enteritis include small, round ulcers surrounded by hemorrhages in the small intestine, ceca, and upper large intestine (see  and  images).",0.88,Merck Veterinary Manual,SRC-0088,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,Ulcerative Enteritis in Poultry / 剖检变化,EXTRACTED,chicken,,US
DIS-044-laboratory_diagnosis-1,disease_section_fact,溃疡性肠炎,laboratory_diagnosis,Gross and histological evaluation,0.88,Merck Veterinary Manual,SRC-0088,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,Ulcerative Enteritis in Poultry / 实验室诊断,EXTRACTED,chicken,,US
DIS-044-laboratory_diagnosis-2,disease_section_fact,溃疡性肠炎,laboratory_diagnosis,"Gross postmortem lesions, including intestinal ulcerations and yellow to gray necrotizing hepatic lesions, support a diagnosis of ulcerative enteritis.",0.88,Merck Veterinary Manual,SRC-0088,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,Ulcerative Enteritis in Poultry / 实验室诊断,EXTRACTED,chicken,,US
DIS-044-laboratory_diagnosis-3,disease_section_fact,溃疡性肠炎,laboratory_diagnosis,"Clostridium colinum*, which appears singly as rod-shaped bacteria, is evident in Gram-stained smears of hepatic and intestinal lesions.",0.88,Merck Veterinary Manual,SRC-0088,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,Ulcerative Enteritis in Poultry / 实验室诊断,EXTRACTED,chicken,,US
DIS-044-laboratory_diagnosis-4,disease_section_fact,溃疡性肠炎,laboratory_diagnosis,"In bacteremic birds, the microorganism can also be found in blood and splenic smears.",0.88,Merck Veterinary Manual,SRC-0088,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,Ulcerative Enteritis in Poultry / 实验室诊断,EXTRACTED,chicken,,US
DIS-044-differential_diagnosis-1,disease_section_fact,溃疡性肠炎,differential_diagnosis,Differentiating ulcerative enteritis from coccidiosis can be difficult because the two diseases usually occur simultaneously.,0.88,Merck Veterinary Manual,SRC-0088,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,Ulcerative Enteritis in Poultry / 鉴别诊断,EXTRACTED,chicken,,US
DIS-044-differential_diagnosis-2,disease_section_fact,溃疡性肠炎,differential_diagnosis,Necrotic enteritis and histomoniasis are differential diagnoses;,0.88,Merck Veterinary Manual,SRC-0088,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,Ulcerative Enteritis in Poultry / 鉴别诊断,EXTRACTED,chicken,,US
DIS-044-differential_diagnosis-3,disease_section_fact,溃疡性肠炎,differential_diagnosis,"however, the hepatic lesions of ulcerative enteritis help differentiate it from these other diseases.",0.88,Merck Veterinary Manual,SRC-0088,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,Ulcerative Enteritis in Poultry / 鉴别诊断,EXTRACTED,chicken,,US
DIS-044-prevention_and_control-1,disease_section_fact,溃疡性肠炎,prevention_and_control,Bacitracin as a preventative,0.88,Merck Veterinary Manual,SRC-0088,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,Ulcerative Enteritis in Poultry / 防控要点,EXTRACTED,chicken,,US
DIS-044-prevention_and_control-2,disease_section_fact,溃疡性肠炎,prevention_and_control,Streptomycin as treatment,0.88,Merck Veterinary Manual,SRC-0088,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,Ulcerative Enteritis in Poultry / 防控要点,EXTRACTED,chicken,,US
DIS-044-prevention_and_control-3,disease_section_fact,溃疡性肠炎,prevention_and_control,"Bacitracin in feed (220 g/tonne [200 g/ton]), which acts as a preventative for clostridial diseases in general, can prevent ulcerative enteritis in quail.",0.88,Merck Veterinary Manual,SRC-0088,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,Ulcerative Enteritis in Poultry / 防控要点,EXTRACTED,chicken,,US
DIS-044-prevention_and_control-4,disease_section_fact,溃疡性肠炎,prevention_and_control,"Streptomycin (0.006% in feed, or 0.26 g/L of water) is an effective treatment.",0.88,Merck Veterinary Manual,SRC-0088,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,Ulcerative Enteritis in Poultry / 防控要点,EXTRACTED,chicken,,US
DIS-045-pathogen_and_classification-1,disease_section_fact,念珠菌病,pathogen_and_classification,Reference title: Candidiasis in Poultry,0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 病原与分类,EXTRACTED,chicken,,US
DIS-045-pathogen_and_classification-2,disease_section_fact,念珠菌病,pathogen_and_classification,Candida* spp are typically part of the commensal GI mycobiota of healthy poultry.,0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 病原与分类,EXTRACTED,chicken,,US
DIS-045-pathogen_and_classification-3,disease_section_fact,念珠菌病,pathogen_and_classification,Candidiasis results from disturbances of the normal microflora.,0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 病原与分类,EXTRACTED,chicken,,US
DIS-045-typical_host_and_stage-1,disease_section_fact,念珠菌病,typical_host_and_stage,Candidiasis commonly develops after administration of therapeutic amounts of various antimicrobials or as a result of unsanitary drinking facilities.,0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 典型宿主与阶段,EXTRACTED,chicken,,US
DIS-045-typical_host_and_stage-2,disease_section_fact,念珠菌病,typical_host_and_stage,Heavy parasitism and malnutrition (vitamin A deficiency) have also been implicated.,0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 典型宿主与阶段,EXTRACTED,chicken,,US
DIS-045-typical_host_and_stage-3,disease_section_fact,念珠菌病,typical_host_and_stage,Young chicks and poults are the most susceptible.,0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 典型宿主与阶段,EXTRACTED,chicken,,US
DIS-045-clinical_sign-1,disease_section_fact,念珠菌病,clinical_sign,Candidiasis in Poultry,0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-045-clinical_sign-2,disease_section_fact,念珠菌病,clinical_sign,"![](data:image/svg+xml,%3csvg%20xmlns=%27http://www.w3.org/2000/svg%27%20version=%271.1%27%20width=%27300%27%20height=%27380%27/%3e)!Crop, healthy turkey",0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-045-clinical_sign-3,disease_section_fact,念珠菌病,clinical_sign,"Crop, healthy turkey",0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-045-clinical_sign-4,disease_section_fact,念珠菌病,clinical_sign,The normal crop of a turkey.,0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-045-necropsy_change-1,disease_section_fact,念珠菌病,necropsy_change,Crop of a turkey with candidiasis.,0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 剖检变化,EXTRACTED,chicken,,US
DIS-045-necropsy_change-2,disease_section_fact,念珠菌病,necropsy_change,"Note the whitish plaques and pseudomembranes, with similar lesions in the mouth and esophagus.",0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 剖检变化,EXTRACTED,chicken,,US
DIS-045-necropsy_change-3,disease_section_fact,念珠菌病,necropsy_change,Crop of a layer chicken with candidiasis.,0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 剖检变化,EXTRACTED,chicken,,US
DIS-045-laboratory_diagnosis-1,disease_section_fact,念珠菌病,laboratory_diagnosis,Diagnosis of candidiasis can be confirmed by histologic demonstration of tissue invasion.,0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 实验室诊断,EXTRACTED,chicken,,US
DIS-045-laboratory_diagnosis-2,disease_section_fact,念珠菌病,laboratory_diagnosis,"Microscopic lesions are characterized by epithelial hyperplasia, ballooning degeneration, and visualization of pseudohyphae and blastospores consistent with *Candida* spp.",0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 实验室诊断,EXTRACTED,chicken,,US
DIS-045-laboratory_diagnosis-3,disease_section_fact,念珠菌病,laboratory_diagnosis,"Culture alone is not sufficient for diagnosis, because *Candida* spp are commensal organisms and can be commonly isolated from clinically normal birds.",0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 实验室诊断,EXTRACTED,chicken,,US
DIS-045-laboratory_diagnosis-4,disease_section_fact,念珠菌病,laboratory_diagnosis,### Pearls & Pitfalls,0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 实验室诊断,EXTRACTED,chicken,,US
DIS-045-differential_diagnosis-1,disease_section_fact,念珠菌病,differential_diagnosis,Diagnosis of candidiasis can be confirmed by histologic demonstration of tissue invasion.,0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 鉴别诊断,EXTRACTED,chicken,,US
DIS-045-differential_diagnosis-2,disease_section_fact,念珠菌病,differential_diagnosis,"Microscopic lesions are characterized by epithelial hyperplasia, ballooning degeneration, and visualization of pseudohyphae and blastospores consistent with *Candida* spp.",0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 鉴别诊断,EXTRACTED,chicken,,US
DIS-045-differential_diagnosis-3,disease_section_fact,念珠菌病,differential_diagnosis,A presumptive diagnosis may be made on observation of gross lesions.,0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 鉴别诊断,EXTRACTED,chicken,,US
DIS-045-prevention_and_control-1,disease_section_fact,念珠菌病,prevention_and_control,No approved products are available for the treatment of candidiasis in the US.,0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 防控要点,EXTRACTED,chicken,,US
DIS-045-prevention_and_control-2,disease_section_fact,念珠菌病,prevention_and_control,"The antifungal medication nystatin, added to feed (110 g/metric tonne of feed [110 mg/kg of feed] to be fed once daily for 7–10 days) or to drinking water (62.5–250 mg/L with sodium lauryl sulfate, a surfactant, at 7.8–25 mg/L for 5 days), may be effective in the treatment of turkeys with candidiasis.",0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 防控要点,EXTRACTED,chicken,,US
DIS-045-prevention_and_control-3,disease_section_fact,念珠菌病,prevention_and_control,"However, lack of an approved product for this application in some countries may render nystatin a nonviable option.",0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 防控要点,EXTRACTED,chicken,,US
DIS-045-prevention_and_control-4,disease_section_fact,念珠菌病,prevention_and_control,"The occurrence of candidiasis can be decreased by the removal of contributing factors (eg, by improvements in sanitation and or by judicious antimicrobial use in poultry).",0.88,Merck Veterinary Manual,SRC-0089,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,Candidiasis in Poultry / 防控要点,EXTRACTED,chicken,,US
DIS-046-pathogen_and_classification-1,disease_section_fact,肠球菌病,pathogen_and_classification,Reference title: Enterococcosis in Poultry,0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 病原与分类,EXTRACTED,chicken,,US
DIS-046-pathogen_and_classification-2,disease_section_fact,肠球菌病,pathogen_and_classification,"Enterococci are nonmotile, gram-positive, catalase-negative coccoid bacteria that appear singly, in pairs, or in short chains on stained smears.",0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 病原与分类,EXTRACTED,chicken,,US
DIS-046-pathogen_and_classification-3,disease_section_fact,肠球菌病,pathogen_and_classification,Enterococcus* spp bacteria are a normal component of the microbiota in the intestinal tract of poultry and other bird species.,0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 病原与分类,EXTRACTED,chicken,,US
DIS-046-typical_host_and_stage-1,disease_section_fact,肠球菌病,typical_host_and_stage,Enterococcus* spp bacteria are a normal component of the microbiota in the intestinal tract of poultry and other bird species.,0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 典型宿主与阶段,EXTRACTED,chicken,,US
DIS-046-typical_host_and_stage-2,disease_section_fact,肠球菌病,typical_host_and_stage,"There is a succession of *Enterococcus* spp within the chicken intestinal tract that appears to be age dependent: *E faecalis* is usually the first species to colonize the intestines, followed by *E faecium* and then *E cecorum*.",0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 典型宿主与阶段,EXTRACTED,chicken,,US
DIS-046-transmission_route-1,disease_section_fact,肠球菌病,transmission_route,Some strains of *Enterococcus* have a beneficial effect on growth and feed efficiency and are used as probiotics.,0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 传播途径,EXTRACTED,chicken,,US
DIS-046-clinical_sign-1,disease_section_fact,肠球菌病,clinical_sign,"In the **acute form** of enterococcosis, clinical signs are related to septicemia and include **listlessness, lethargy, ruffled feathers, diarrhea, and a decrease in egg production**.",0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-046-clinical_sign-2,disease_section_fact,肠球菌病,clinical_sign,"In the subacute or chronic form, listlessness, lameness, and head tremors may be noted.",0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-046-clinical_sign-3,disease_section_fact,肠球菌病,clinical_sign,"If enterococcosis is not treated, most affected birds die.**",0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-046-clinical_sign-4,disease_section_fact,肠球菌病,clinical_sign,The most prominent sign of infection by the pathogenic *E cecorum* is **paralysis**.,0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-046-necropsy_change-1,disease_section_fact,肠球菌病,necropsy_change,Acute enterococcosis lesions include the following:**,0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 剖检变化,EXTRACTED,chicken,,US
DIS-046-necropsy_change-2,disease_section_fact,肠球菌病,necropsy_change,"Multifocal, whitish-tan areas of necrosis may be observed on the liver and spleen.",0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 剖检变化,EXTRACTED,chicken,,US
DIS-046-necropsy_change-3,disease_section_fact,肠球菌病,necropsy_change,Omphalitis or enlarged yolk sacs may occur in infected chicks or poults.,0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 剖检变化,EXTRACTED,chicken,,US
DIS-046-laboratory_diagnosis-1,disease_section_fact,肠球菌病,laboratory_diagnosis,Bacteriologic culture,0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 实验室诊断,EXTRACTED,chicken,,US
DIS-046-laboratory_diagnosis-2,disease_section_fact,肠球菌病,laboratory_diagnosis,"History, clinical signs, lesions, and demonstration of enterococci in blood or on impression smears are suggestive of enterococcosis.",0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 实验室诊断,EXTRACTED,chicken,,US
DIS-046-laboratory_diagnosis-3,disease_section_fact,肠球菌病,laboratory_diagnosis,Isolation of** ***Enterococcus*** **spp from lesions confirms the diagnosis.** Enterococci can be cultured on blood agar.,0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 实验室诊断,EXTRACTED,chicken,,US
DIS-046-laboratory_diagnosis-4,disease_section_fact,肠球菌病,laboratory_diagnosis,"Differential diagnoses include bacterial diseases that cause septicemia, such as the following:",0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 实验室诊断,EXTRACTED,chicken,,US
DIS-046-differential_diagnosis-1,disease_section_fact,肠球菌病,differential_diagnosis,Isolation of** ***Enterococcus*** **spp from lesions confirms the diagnosis.** Enterococci can be cultured on blood agar.,0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 鉴别诊断,EXTRACTED,chicken,,US
DIS-046-differential_diagnosis-2,disease_section_fact,肠球菌病,differential_diagnosis,"Differential diagnoses include bacterial diseases that cause septicemia, such as the following:",0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 鉴别诊断,EXTRACTED,chicken,,US
DIS-046-prevention_and_control-1,disease_section_fact,肠球菌病,prevention_and_control,*Enterococcus* spp are part of the normal microbiota in poultry;,0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 防控要点,EXTRACTED,chicken,,US
DIS-046-prevention_and_control-2,disease_section_fact,肠球菌病,prevention_and_control,"however, they can cause secondary infections.",0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 防控要点,EXTRACTED,chicken,,US
DIS-046-prevention_and_control-3,disease_section_fact,肠球菌病,prevention_and_control,"Therefore, treatment of primary diseases can prevent enterococcal infections.",0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 防控要点,EXTRACTED,chicken,,US
DIS-046-prevention_and_control-4,disease_section_fact,肠球菌病,prevention_and_control,"Clinical signs of enterococcosis are related to septicemia, and treatment is effective if provided in early stages of the disease.",0.88,Merck Veterinary Manual,SRC-0090,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,Enterococcosis in Poultry / 防控要点,EXTRACTED,chicken,,US
DIS-047-pathogen_and_classification-1,disease_section_fact,轮状病毒感染,pathogen_and_classification,Reference title: Rotavirus Infections of Poultry,0.88,Merck Veterinary Manual,SRC-0092,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/rotavirus-infections-of-poultry?autoredirectid=25426,Rotavirus Infections of Poultry / 病原与分类,EXTRACTED,chicken,,US
DIS-047-pathogen_and_classification-2,disease_section_fact,轮状病毒感染,pathogen_and_classification,The global prevalence of avian rotavirus (AvRV) has been estimated at 19–70% in turkey flocks and at 10–47% of chicken flocks.,0.88,Merck Veterinary Manual,SRC-0092,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/rotavirus-infections-of-poultry?autoredirectid=25426,Rotavirus Infections of Poultry / 病原与分类,EXTRACTED,chicken,,US
DIS-047-pathogen_and_classification-3,disease_section_fact,轮状病毒感染,pathogen_and_classification,"Four groups of rotavirus infect avian species and are designated as A (RVA), D (RVD), F (RVF), and G (RVG), based on genetic or serological characterization.",0.88,Merck Veterinary Manual,SRC-0092,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/rotavirus-infections-of-poultry?autoredirectid=25426,Rotavirus Infections of Poultry / 病原与分类,EXTRACTED,chicken,,US
DIS-047-typical_host_and_stage-1,disease_section_fact,轮状病毒感染,typical_host_and_stage,The global prevalence of avian rotavirus (AvRV) has been estimated at 19–70% in turkey flocks and at 10–47% of chicken flocks.,0.88,Merck Veterinary Manual,SRC-0092,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/rotavirus-infections-of-poultry?autoredirectid=25426,Rotavirus Infections of Poultry / 典型宿主与阶段,EXTRACTED,chicken,,US
DIS-047-typical_host_and_stage-2,disease_section_fact,轮状病毒感染,typical_host_and_stage,"Four groups of rotavirus infect avian species and are designated as A (RVA), D (RVD), F (RVF), and G (RVG), based on genetic or serological characterization.",0.88,Merck Veterinary Manual,SRC-0092,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/rotavirus-infections-of-poultry?autoredirectid=25426,Rotavirus Infections of Poultry / 典型宿主与阶段,EXTRACTED,chicken,,US
DIS-047-typical_host_and_stage-3,disease_section_fact,轮状病毒感染,typical_host_and_stage,"RVD, RVF, and RVG are exclusive to avian species.",0.88,Merck Veterinary Manual,SRC-0092,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/rotavirus-infections-of-poultry?autoredirectid=25426,Rotavirus Infections of Poultry / 典型宿主与阶段,EXTRACTED,chicken,,US
DIS-047-clinical_sign-1,disease_section_fact,轮状病毒感染,clinical_sign,The following are the primary clinical signs of avian rotavirus infection:,0.88,Merck Veterinary Manual,SRC-0092,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/rotavirus-infections-of-poultry?autoredirectid=25426,Rotavirus Infections of Poultry / 临床症状,EXTRACTED,chicken,,US
DIS-047-necropsy_change-1,disease_section_fact,轮状病毒感染,necropsy_change,"Other gross lesions include whitish-transparent intestinal walls, enlarged gall bladder, and atrophy of the pancreas and bursa.",0.88,Merck Veterinary Manual,SRC-0092,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/rotavirus-infections-of-poultry?autoredirectid=25426,Rotavirus Infections of Poultry / 剖检变化,EXTRACTED,chicken,,US
DIS-047-necropsy_change-2,disease_section_fact,轮状病毒感染,necropsy_change,Histopathological lesions include vacuolation of enterocytes with separation from the lamina propria and infiltration of inflammatory cells into the lamina propria.,0.88,Merck Veterinary Manual,SRC-0092,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/rotavirus-infections-of-poultry?autoredirectid=25426,Rotavirus Infections of Poultry / 剖检变化,EXTRACTED,chicken,,US
DIS-047-necropsy_change-3,disease_section_fact,轮状病毒感染,necropsy_change,The mature villous absorptive epithelium in the distal third of the small intestine are the primary cells affected.,0.88,Merck Veterinary Manual,SRC-0092,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/rotavirus-infections-of-poultry?autoredirectid=25426,Rotavirus Infections of Poultry / 剖检变化,EXTRACTED,chicken,,US
DIS-047-laboratory_diagnosis-1,disease_section_fact,轮状病毒感染,laboratory_diagnosis,Detection of avian rotavirus RNA by RT-PCR assay,0.88,Merck Veterinary Manual,SRC-0092,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/rotavirus-infections-of-poultry?autoredirectid=25426,Rotavirus Infections of Poultry / 实验室诊断,EXTRACTED,chicken,,US
