fact_id,source_id,fact_type,page,page_method,line_start,line_end,chapter,heading,disease_page,drug_mentions,text
VTOP-TX-0114,SRC-0088,dose_or_route,78,index,2112,2112,8 Diseases of the Gastroenteric System,Oesophagostomosis,,doramectin; flubendazole; ivermectins,This disease shows an epidemiological phenomenon of a ‘periparturient rise’. As parturition approaches the sows will show much greater worm egg output. Therefore treatment ideally should be carried out just before farrowing. Treatment can be by injection or orally in the water or the feed. Ivermectins may be given im at $3 0 0 ~ \mu \mathrm { g / k g }$ and doramectin can be given im at $0 . 3 \mathrm { m g / k g }$ Flubendazole can be given in the water at $1 \mathrm { m g / k g }$ for 5 days. Practitioners should liaise with food suppliers for in-feed medication. These worms may be spread by rats and by wild boar.
VTOP-TX-0115,SRC-0088,dose_or_route,79,index,2116,2116,8 Diseases of the Gastroenteric System,Trichuris suis infestation,DIS-061-trichuris-suis-internal-parasites.md,,"This is the pig whipworm, which is about $1 . 5 \mathrm { c m }$ long and lives in the caecum. It only causes problems in young growing pigs if there are heavy infestations. The worm is found worldwide. It will cause diarrhoea and poor weight gains. It is normally only a problem with poor management. The gut may become ulcerated and high FECs will be seen. Infection is via the oral route. The adult worm lives in the large bowel. Eggs are eaten and reach the large bowel where there are several larval stages. The prepatent period is 6 to 8 weeks. Clinical signs are rare and are normally as a result of another enteric organism. Adult worms will be seen in the large intestine. The females are larger and are up to $8 \mathrm { \ c m }$ long. The mucosa may be inflamed. Diagnosis can be by FECs being raised. There is a specific ELISA. The worm affects indoor and outdoor pigs as well as wild boar. It should not be forgotten that it is a zoonotic worm. Human infection is rare."
VTOP-TX-0116,SRC-0088,treatment_candidate,79,index,2118,2118,8 Diseases of the Gastroenteric System,Trichuris suis infestation,DIS-061-trichuris-suis-internal-parasites.md,ivermectins,Treatment can be either by injection or orally in the water or the feed. Ivermectins
VTOP-TX-0117,SRC-0088,dose_or_route,79,index,2120,2120,8 Diseases of the Gastroenteric System,Trichuris suis infestation,DIS-061-trichuris-suis-internal-parasites.md,doramectin; flubendazole,may be given im at $3 0 0 \mu \mathrm { g / k g }$ and doramectin can be given im at $0 . 3 ~ \mathrm { m g / k g }$ . Flubendazole can be given in the water at $1 \ \mathrm { m g / k g }$ for 5 days. Practitioners should liaise with food suppliers for in-feed medication.
VTOP-TX-0118,SRC-0088,withdrawal_or_meat_withhold,79,index,2124,2124,8 Diseases of the Gastroenteric System,Resistance and control,,,"So far, resistance of helminths to anthelmintics has not been found as a problem in pigs. Treatment should be carried out in adults on a 6-monthly basis, with outdoor pigs being moved to clean pasture and indoor pigs having their accommodation steam-cleaned and very importantly dried, ideally with a flame gun. Growing pigs should be treated at 8 weeks of age and then every 2 months until maturity. As with all medication meat withdrawal periods must be followed, so that timing of anthelmintic treatments may be critical. All treatments must be recorded in the medicine book."
VTOP-TX-0119,SRC-0088,treatment_candidate,79,index,2126,2126,8 Diseases of the Gastroenteric System,Resistance and control,,,It is important to remember to reduce the risk of resistance by treating animals up to weight. Therefore when treating individuals or pens of pigs the dosage of the anthelmintic should be worked out for the heaviest in the group. Only licensed medicines for pigs should be used.
VTOP-TX-0120,SRC-0088,treatment_candidate,79,index,2128,2128,8 Diseases of the Gastroenteric System,Resistance and control,,fenbendazole; ivermectin,Control of helminths in pigs can be easily accomplished in commercial herds by in-feed ivermectin or fenbendazole given at 6-monthly intervals.
VTOP-TX-0121,SRC-0088,dose_or_route,79,index,2130,2130,8 Diseases of the Gastroenteric System,Resistance and control,,doramectin; ivermectin,Individual treatments can be given by im injection of doramectin at $0 . 3 \mathrm { m g / k g }$ or by sc injection of ivermectin at $3 0 0 \mu \mathrm { g / k g }$ .
VTOP-TX-0122,SRC-0088,dose_or_route,79,index,2132,2132,8 Diseases of the Gastroenteric System,Resistance and control,,fenbendazole; flubendazole,Small group treatment may be carried out with in-water medication of flubendazole at $1 ~ \mathrm { m g / k g }$ for 5 days or fenbendazole oral pellets at $5 \mathrm { m g / k g }$ as a single dose.
VTOP-TX-0123,SRC-0088,euthanasia,79,index,2140,2140,8 Diseases of the Gastroenteric System,Bowel torsion,,,Rectal temperature will be very subnormal. Treatment is hopeless and euthanasia should be carried out without delay. The most common torsion is the whole of the spiral colon on its axis. Pigs will also sustain small bowel torsion. Gastric torsion is rare but is normally seen only on post-mortem. Splenic torsion may also be seen.
VTOP-TX-0124,SRC-0088,treatment_candidate,60,index,2148,2148,8 Diseases of the Gastroenteric System,Gastric torsion,,,This is a disease of sows and is linked to once daily feeding. Sows are often found dead or in extremis. They appear bloated. There is often evidence of acute pain but normally this is missed by the pig keeper. The aetiology is not known but rapid fermentation of large volumes of food is likely to be the cause. Several deaths may be recorded. On post-mortem the stomach will be very distended and haemorrhagic. Torsion is often actually not seen. Sometimes there is torsion of the spleen. There is no useful treatment although if there is no torsion forced exercise and liquid paraffin may be tried. The condition can be prevented by twice daily feeding.
VTOP-TX-0125,SRC-0088,dose_or_route,46,index,2162,2162,8 Diseases of the Gastroenteric System,Intestinal haemorrhagic syndrome,,oxytetracycline,intestinal torsion. Treatment has been recommended with oxytetracycline at $2 0 ~ \mathrm { m g / k g }$ given im by injection. The author has not found this to be useful even with injections of NSAIDs. Control is to reduce the amount of whey in the diet.
VTOP-TX-0126,SRC-0088,treatment_candidate,81,index,2172,2172,8 Diseases of the Gastroenteric System,Rectal stricture,,,never suffered a rectal prolapse. Affected pigs become anorexic and dull. They will appear to be bloated. Often they pass a ribbon of faeces. On post-mortem the whole of the large bowel will be full of ingesta. It appears to be a physical problem just like a blocked drain. The condition may be linked with damage to the spine as the author has seen the condition in paraplegic pigs. Confirmation of the condition will be made when taking a rectal temperature and observing the small diameter of the rectum. The author has attempted treatment with primitive surgery using local anaesthetic by inserting a lubricated gloved finger into the rectum and manually dilating the stricture. This treatment is followed up with oral liquid paraffin. Antibiotics and NSAIDs may be helpful.
VTOP-TX-0127,SRC-0088,vaccination,47,index,2184,2184,9 Diseases of the Respiratory and Circulatory Systems,Introduction,DIS-046-mycoplasmosis-enzootic-pneumonia.md,chlortetracycline,"Prevention is best achieved by keeping a closed herd and by carrying out strict biosecurity. Veterinary surgeons should be mindful of not risking the introduction of disease by their routine visit. Ideally they should be ‘pig free’ for 3 days before a visit to a high health status herd. Vaccination is extremely useful. Good ventilation and temperature control are vital. Antibiotics should be used responsibly. A study in Belgium (Del Pozo Sacristan et al., 2012) demonstrated that chlortetracycline was able to decrease the prevalence of pneumonia lesions when administered in the feed during two alternate weeks starting at the onset of clinical respiratory disease. Performance losses and clinical signs in a herd infected with Mycoplasma hyopneumoniae were numerically, but not significantly, reduced."
VTOP-TX-0128,SRC-0088,vaccination,21,index,2203,2203,9 Diseases of the Respiratory and Circulatory Systems,Porcine reproductive and respiratory syndrome,DIS-028-porcine-reproductive-and-respiratory-syndrome-viruses.md,,"Australia or New Zealand. The main spread of the infection is by pig-to-pig contact using the respiratory route. It can also be spread venereally and by AI. The adult pigs do not normally show a fever but laboured breathing and inappetence for 2–4 days. The infection will spread through a whole herd of adults in 10 days. There will be early embryonic deaths, abortions and stillbirths. Skin changes occur more commonly in growing pigs, showing the classic blue ear appearance. Baby pigs often show oedema of the eyelids and conjunctivitis. Mortality may not be high in well-managed herds. The post-mortem picture may well be confusing as often there are other respiratory pathogens involved. ELISA and PCR will confirm the diagnosis. Serology retrospectively may be helpful after an abortion storm particularly if rising titres can be demonstrated. Being a viral disease there must be secondary bacterial infection, but treatment with a variety of antibiotics is rarely helpful. NSAIDs certainly have a place for treatment. Injectable preparations may be given to individual bad cases. Treatment with oral paracetamol or aspirin in the early stages is worthwhile. There are several commercial vaccines available, which are very effective."
VTOP-TX-0129,SRC-0088,vaccination,83,index,2207,2207,9 Diseases of the Respiratory and Circulatory Systems,Post-weaning multisystemic wasting syndrome,DIS-007-circoviruses-pcvad.md,,"Post-weaning multisystemic wasting syndrome (PMWS) is extremely important in commercial pigs. It is caused by a circavirus. It is obviously important in backyard pet pigs obtained from commercial stock. There is a vaccine available. Ideally backyard fattening pigs should be vaccinated before movement. Naturally, good hygiene practices should be paramount, as well as avoiding stress. Once the pigs are showing signs antibiotic treatment is rarely worthwhile and so euthanasia should be carried out. PMWS, as the name suggests, is a multisystemic disease (see Chapter 13)."
VTOP-TX-0130,SRC-0088,dose_or_route,83,index,2215,2215,9 Diseases of the Respiratory and Circulatory Systems,Swine influenza,DIS-021-influenza-viruses.md,,The fever is very severe for the first $2 4 \ \mathrm { h }$ with rectal temperatures up to $4 2 ^ { \circ } \mathrm { C }$ and many pigs in an outbreak will be prostrate. Coughing may be severe enough to cause vomiting. The conjunctiva will be very inflamed causing excess lacrimation. There may be a bilateral nasal discharge (Fig. 9.2). The disease may blow through in 2 weeks with the majority of the pigs recovering. The few that remain prostrate should be destroyed. In the individual pig warmth will aid recovery which is often quite rapid without treatment. Recovery may be accelerated by injectable or oral NSAIDs including oral aspirin. Adult pigs as well as growing pigs are affected.
VTOP-TX-0131,SRC-0088,vaccination,83,index,2217,2217,9 Diseases of the Respiratory and Circulatory Systems,Swine influenza,DIS-021-influenza-viruses.md,,"On post-mortem severe necrotizing pneumonia will be seen. The virus antigen may be found by reverse transcriptase PCR (RT-PCR). It must be remembered that other pathogens are also likely to be present. The virus may be spread by birds, particularly turkeys. The virus will survive in meat. It should be stressed that meat scraps must not be fed to pigs. There is no licensed vaccine"
VTOP-TX-0132,SRC-0088,treatment_candidate,84,index,2232,2232,9 Diseases of the Respiratory and Circulatory Systems,Actinobacillosis,DIS-035-actinobacillus-pleuropneumoniae-pleuropneumonia.md,,"Antibiotic treatment is rarely effective, as the antibiotics do not reach the affected areas. The organism is actually sensitive to most antibiotics commonly used in pig practice. High doses given for a minimum of 3 days coupled with injectable NSAIDs may help clinical cases. All in-contact pigs must be treated with high doses of the same antibiotic by mouth."
VTOP-TX-0133,SRC-0088,treatment_candidate,46,index,2246,2246,9 Diseases of the Respiratory and Circulatory Systems,Atrophic rhinitis,DIS-037-bordetella-bronchiseptica-nonprogressive-atrophic-rhinitis.md,,"Treatment with a variety of antibiotics is effective in reducing the effects of the disease. Oral pumps used over 3 days will be effective, as will single long-acting injections of"
VTOP-TX-0134,SRC-0088,vaccination,46,index,2248,2248,9 Diseases of the Respiratory and Circulatory Systems,Atrophic rhinitis,DIS-037-bordetella-bronchiseptica-nonprogressive-atrophic-rhinitis.md,amoxicillin; enrofloxacin; oxytetracycline; trimethoprim,"amoxicillin, enrofloxacin and oxytetracycline. A good control measure is to treat litters of baby pigs with injections of trimethoprim sulfonamide on days 3, 10 and 21. Sows should be vaccinated twice in pregnancy, ideally 5 and 2 weeks before farrowing. Some vaccines are licensed for piglets to be given at 1 and 3 weeks of age."
VTOP-TX-0135,SRC-0088,vaccination,85,index,2254,2254,9 Diseases of the Respiratory and Circulatory Systems,Bordetella bronchiseptica rhinitis,DIS-037-bordetella-bronchiseptica-nonprogressive-atrophic-rhinitis.md,,Treatment with most oral antibiotics available in ‘pig-pump’ form is very effective if continued for 3 days. Vaccination of sows can be carried out with a combined vaccine of a toxigenic strain of P. multocida and B. bronchiseptica. This killed vaccine should be given in pregnancy at 6 and 2 weeks before parturition. There are live vaccines available for instillation up the nose of day-old piglets but these are not licensed in the UK.
VTOP-TX-0136,SRC-0088,treatment_candidate,85,index,2264,2264,9 Diseases of the Respiratory and Circulatory Systems,Enzootic pneumonia,DIS-046-mycoplasmosis-enzootic-pneumonia.md,,"Treatment of enzootic pneumonia is in some ways easy as there are many antibiotics which will treat the disease apparently successfully, but none of them will ever entirely eliminate the organism so that the disease will always return. The use of antibiotics will take time to reduce the lung lesions and restore growth rates but in the end production targets may be met."
VTOP-TX-0137,SRC-0088,treatment_candidate,85,index,2266,2266,9 Diseases of the Respiratory and Circulatory Systems,Enzootic pneumonia,DIS-046-mycoplasmosis-enzootic-pneumonia.md,,"There are better methods of control. The well-tried ‘all-in all-out’ system with treatment on entry will be helpful on a house basis. It will be much more helpful on a whole unit basis. An early weaning system – where the pigs are weaned and moved with treatment to a clean site and reared for 4 weeks, then moved to a grower site for a further 4 weeks before being moved to a clean finisher site – also has merits. Low stocking densities"
VTOP-TX-0138,SRC-0088,euthanasia,86,index,2274,2274,9 Diseases of the Respiratory and Circulatory Systems,Glasser’s disease,DIS-046-mycoplasmosis-enzootic-pneumonia.md,,"This is an infectious disease caused by Haemophilus parasuis, which is often fatal in growing pigs. The disease is found throughout the world. It is caused by a Gram-negative coccobacillus. It is non-haemolytic and is hard to culture on blood agar. The agar has to be streaked with a Staphylococcus spp. first and then the H. parasuis will grow on the edge of the streak as very small clear colonies. The main clinical signs are related to the polyserositis, polyarthritis and sometimes meningitis which can be caused by the organism. The organism also causes an exudative peritonitis and pleurisy. The lung involvement may be shown as bronchitis in adults. The classic scenario is the stressed pig arriving in a contaminated environment. There is a sudden-onset high fever. Lung sounds and pericardial rubbing will be heard on auscultation. Very soon the arthritic signs will be seen. If the pig survives, the disease will be manifest in the joints as a chronic arthritis. Meningitis can occur at this stage. Euthanasia is then the correct procedure. Euthanasia would also be appropriate if there is bowel obstruction from intestinal adhesions. It is a sporadic disease when it occurs on its own, but when animals also have enzootic pneumonia it appears to cause an outbreak with a relatively high morbidity and mortality."
VTOP-TX-0139,SRC-0088,treatment_candidate,86,index,2286,2286,9 Diseases of the Respiratory and Circulatory Systems,Mycoplasma hyorhinis disease,DIS-046-mycoplasmosis-enzootic-pneumonia.md,tiamulin,"Treatment is the same as for enzootic pneumonia, with oxytetracyclines, tiamulin and tylosine being most commonly used. In the author’s experience the injectable route is more effective, particularly if NSAIDs are also injected."
VTOP-TX-0140,SRC-0088,treatment_candidate,87,index,2290,2290,9 Diseases of the Respiratory and Circulatory Systems,Mycoplasma hyosynoviae disease,,tiamulin; tylosin,This is a disease of older growing pigs between 2 and 5 months of age. It is also mainly a disease of the joints but will cause respiratory signs. It occurs worldwide. It occurs mainly after stress. The organism can be regularly cultured from the tonsil of healthy pigs. There may be coughing and various levels of lameness. One or more joints will be swollen. The organism can be cultured from a joint tap in the live pig or at post-mortem. The lungs may show areas of consolidation. Treatment with injections of tiamulin or tylosin followed by water medication will be helpful. In severe cases NSAIDs are indicated.
VTOP-TX-0141,SRC-0088,vaccination,87,index,2296,2296,9 Diseases of the Respiratory and Circulatory Systems,Pasteurellosis,DIS-047-pasteurellosis.md,oxytetracycline,"is fever and a nasal discharge. The lung sounds are loud and breathing laboured, often with mouth breathing. Post-mortem will reveal an acute necrotizing and fibrinous pneumonia. Grey areas of consolidation will be seen in the anterior lobes of the lungs. Culture is important not only for diagnosis but also for typing the organism for sensitivity testing. Aggressive antibiotic treatment should be tried using injections of penicillin/ streptomycin or oxytetracycline. Obviously treatment can be changed if there is a sensitivity test result. If there is no sensitivity result available and if treatment is not effective, another antibiotic should be tried. Only when there is improvement seen should injections be stopped and the treatment carried on in the water. In the septicaemic form long-acting antibiotic preparations can be used in the other pigs to try to prevent the condition. There is no vaccine available. Segregated early weaning can be a very effective control method."
VTOP-TX-0142,SRC-0088,treatment_candidate,87,index,2302,2302,9 Diseases of the Respiratory and Circulatory Systems,Ascaris migration,DIS-060-ascaris-suum-internal-parasites.md,,"Ascaris suum is not a respiratory endoparasite but its migration phase through the lungs can cause respiratory distress and the parasite is very important in backyard pigs. The signs are similar to asthma in man, heaves in horses or fog fever in cattle, but the pathological lesions are different. With ascaris migration there are just fibrous tracts but no alveolar pathology. Prevention with good helminth control is important and affected pigs should be treated with endoparasiticides."
VTOP-TX-0143,SRC-0088,treatment_candidate,88,index,2312,2312,9 Diseases of the Respiratory and Circulatory Systems,Drowning,,,Pigs can swim but obviously will drown if they become exhausted. It is a myth that they damage their throats with their front hooves. After removal from the water exhausted pigs should be warmed if they are cold. Antibiotics should be given to reduce the risk of inhalation pneumonia. NSAIDs may also aid recovery. Diagnosis can be confirmed on post- mortem by cutting a piece of lung and observing if it will float in water. Normal lung floats. Lung from a drowned pig will sink.
VTOP-TX-0144,SRC-0088,dose_or_route,88,index,2316,2316,9 Diseases of the Respiratory and Circulatory Systems,Smoke inhalation,,dexamethazone,"Fires are a constant danger on pig farms, particularly on smallholdings and in old, poorly designed buildings. Pigs will die from smoke inhalation. The cause of death can be seen on post-mortem and confirmed by histopathology. If pigs can be removed from the smoke and are still breathing, they should be given dexamethazone at a raised dose of $1 \mathrm { m g } / 5 \mathrm { k g }$ . They should be checked to ascertain the extent of any injury from burns. If the percentage of skin damage is ${ > } 2 0 \%$ they should be destroyed. If not they should be nursed and given antibiotics."
VTOP-TX-0145,SRC-0088,treatment_candidate,88,index,2320,2320,9 Diseases of the Respiratory and Circulatory Systems,Suffocation,,,"This is a rare cause of death in pigs. The skin in white pigs will be cyanotic. In black pigs, practitioners should examine the mucous membranes. If the pig is still breathing it should be moved to an airy location. There is no other specific treatment."
VTOP-TX-0146,SRC-0088,treatment_candidate,89,index,2353,2353,9 Diseases of the Respiratory and Circulatory Systems,Endocarditis,,,"Endocarditis is common in adult pigs. In the majority of cases it is caused by Erysipelothrix rhusiopathiae, although on rare occasions other bacteria e.g. Streptococcus spp. are isolated. The clinical signs will vary depending on the valves involved. The severity will depend on the volume of the lesion. Initially there will be pyrexia. This may well subside with antibiotic treatment, e.g. injectable penicillin daily for 2 weeks. Normally the other clinical signs e.g. respiratory distress or peripheral oedema will persist, but in rare cases the condition will resolve. If this occurs it is advisable to give further antibiotics over the next parturition."
VTOP-TX-0147,SRC-0088,treatment_candidate,89,index,2361,2361,9 Diseases of the Respiratory and Circulatory Systems,Eperythrozoon suis disease,,,Treatment is with oxytetracyclines. These can be injected as a long-acting preparation or given orally for 2 weeks. Some authorities recommend incorporation of chlorotetracycline into the food. This has not been helpful in
VTOP-TX-0148,SRC-0088,treatment_candidate,89,index,2363,2363,9 Diseases of the Respiratory and Circulatory Systems,Eperythrozoon suis disease,DIS-056-external-parasites-lice.md,,"the author’s experience. When problems occur specifically in young piglets a single long-acting injection can be given 1 week before farrowing. Naturally, lice should be controlled."
VTOP-TX-0149,SRC-0088,treatment_candidate,89,index,2367,2367,9 Diseases of the Respiratory and Circulatory Systems,Iron deficiency,,iron,"This is a disease of piglets born to sows indoors, particularly in extremely clean units. The need for iron injections in newborn piglets is so well known that it is normally factored into the management system. However, mistakes can be made either with a whole litter being left out or individual piglets missing their iron injection."
VTOP-TX-0150,SRC-0088,dose_or_route,89,index,2369,2369,9 Diseases of the Respiratory and Circulatory Systems,Iron deficiency,,iron,"The signs do not normally appear until 10 days of age. The piglets will be lethargic and visibly anaemic. They often have diarrhoea and show dyspnoea before dying. They will often die when stressed, so great care should be given when injecting them with iron. On post-mortem they will be very pale and even jaundiced. The heart will be enlarged and flabby. Often there is pericarditis. The diagnosis may be made on the postmortem picture linked with the history. For confirmation, a blood haemoglobin level of ${ < } 7 \mathrm { g } / \mathrm { d } 1$ is diagnostic."
VTOP-TX-0151,SRC-0088,euthanasia,89,index,2375,2375,9 Diseases of the Respiratory and Circulatory Systems,Lymphosarcoma,,,The pigs will not thrive and there is lymph node enlargement which will cause differing signs depending on the lymph nodes involved. If the lymph nodes in the neck and mediastinum are involved there will be dyspnoea. Often the piglets appear to be ‘poppy eyed’. Post-mortems will show generalized lymph node swellings. Histology will confirm the diagnosis. There is no treatment so euthanasia is advised. If a single boar can be implicated it should be culled.
VTOP-TX-0152,SRC-0088,treatment_candidate,90,index,2381,2381,9 Diseases of the Respiratory and Circulatory Systems,Monensin poisoning,,,1. The pigs are given monensin in their diet as a treatment for coccidiosis or some other pathogen.
VTOP-TX-0153,SRC-0088,treatment_candidate,90,index,2382,2382,9 Diseases of the Respiratory and Circulatory Systems,Monensin poisoning,,,2. The pigs are given access to cattle feed containing monensin in error.
VTOP-TX-0154,SRC-0088,treatment_candidate,90,index,2383,2383,9 Diseases of the Respiratory and Circulatory Systems,Monensin poisoning,,,3. The pigs are given access to medicated poultry feed in error.
VTOP-TX-0155,SRC-0088,euthanasia,90,index,2385,2385,9 Diseases of the Respiratory and Circulatory Systems,Monensin poisoning,,,"Any oral level of 20 mg monensin $\mathrm { ^ { \prime k g } }$ is liable to cause toxic signs. Death normally follows diarrhoea, dyspnoea and ataxia. There may be myoglobinuria and so the urine will be reddish brown. There is no treatment and euthanasia is indicated."
VTOP-TX-0156,SRC-0088,treatment_candidate,138,index,2389,2389,9 Diseases of the Respiratory and Circulatory Systems,Mulberry heart disease,,,"This disease is linked with hepatosis dietetica. Both are forms of vitamin E and selenium deficiency but the direct aetiology is not clear, nor is the link to muscular dystrophy. Mulberry heart disease can occur in all ages of pig but the most commonly affected age group is the fattening pig, particularly if it is growing really rapidly. The condition is extremely rarely seen in pigs fed a properly prepared ration. It is more commonly seen in farm-prepared rations or in backyard pigs fed straight cereals. Barley treated with proprionic acid is definitely a trigger factor for the disease which may reach epidemic proportions."
VTOP-TX-0157,SRC-0088,treatment_candidate,138,index,2397,2397,9 Diseases of the Respiratory and Circulatory Systems,Mulberry heart disease,,,"Some authorities suggest treatment should be given with vitamin E and selenium either orally or by injection to the whole group. This is a hazardous procedure as the stress will possibly cause more deaths. The author advises immediate supplementation of the diet with adequate levels of vitamin E and selenium, and treating only the anorexic pigs with injections of vitamin E and selenium. For further control there should be strict supplementation of the diet with vitamin E and selenium."
VTOP-TX-0158,SRC-0088,treatment_candidate,138,index,2401,2401,9 Diseases of the Respiratory and Circulatory Systems,Mulberry heart disease,,,"Treatment is vitamin E and selenium. It is safe to give these by injection as stress does not normally lead to death, unlike the case in mulberry heart disease."
VTOP-TX-0159,SRC-0088,treatment_candidate,138,index,2403,2403,9 Diseases of the Respiratory and Circulatory Systems,Mulberry heart disease,,,Muscular dystrophy can occur in mulberry heart disease or in hepatosis dietetica. Muscular dystrophy can occur in all ages of growing and fattening pigs. Affected animals will be lame and if examined carefully may show swelling of the large muscles of the limbs. These swollen muscles will be painful. Serum samples will show raised creatinine kinase (CK) levels. Treatment is injections of vitamin E and selenium together with NSAIDs.
VTOP-TX-0160,SRC-0088,treatment_candidate,90,index,2411,2411,9 Diseases of the Respiratory and Circulatory Systems,Navel bleeding,,,Prostaglandin injection to bring on parturition.
VTOP-TX-0161,SRC-0088,dose_or_route,91,index,2420,2420,9 Diseases of the Respiratory and Circulatory Systems,Nitrite/nitrate poisoning,,,The recognized treatment is methylene blue given iv at a dose of $2 ~ \mathrm { m g / k g }$ . This is extremely difficult to accomplish in small pigs. The author has succeeded in affected sows by injecting into large superficial veins running above the mammary gland.
VTOP-TX-0162,SRC-0088,vaccination,91,index,2430,2430,9 Diseases of the Respiratory and Circulatory Systems,Streptococcal lymphadenitis,DIS-051-streptococcosis-streptococcus-suis.md,,lymph nodes in Eastern Europe and historically in the USA. The disease is seen in growing and fattening pigs and may not be apparent until the pigs are examined after slaughter. Infection occurs by contact. There is a vaccine available in some countries. Antibiotic medication can be used in the water or food after weaning.
VTOP-TX-0163,SRC-0088,treatment_candidate,91,index,2434,2434,9 Diseases of the Respiratory and Circulatory Systems,Thiamin deficiency,,,This condition is rare in pigs. The author has seen it in pigs in a rescue sanctuary fed solely on waste bread from a supermarket. It is also said to occur in outdoor pigs kept on heath land and eating large quantities of bracken. Pigs are normally found dead. Post-mortem will reveal myocardial degeneration. There will be excess pericardial and pleural fluid. Thiamin can be injected im daily for 3 days. There is normally a good response to treatment.
VTOP-TX-0164,SRC-0088,dose_or_route,91,index,2442,2442,9 Diseases of the Respiratory and Circulatory Systems,Warfarin poisoning,,,Warfarin when used as a rat poison can cause poisoning in pigs. It is attractive to pigs and will be readily consumed. Normally the amount ingested will not be sufficient to poison a pig. However large quantities will cause pallor and haemorrhages. There will be vomiting and coughing blood. The treatment is large doses of vitamin K $2 0 ~ \mathrm { m g }$ vitamin $\mathrm { K } _ { 1 }$ per piglet im).
VTOP-TX-0165,SRC-0088,treatment_candidate,92,index,2454,2454,10 Diseases of the Urino-genital System,Nephritis/cystitis complex,,,"vaginas, not causing clinical disease. As stated earlier their appearance in urine must be judged with caution. If found, particularly in pure culture, together with clinical disease they are likely to be significant. In these instances antibiotic sensitivity testing is well worthwhile. It is not known why in certain cases the infection is not killed by the sow’s immune mechanisms. The rectal temperature is rarely raised initially when there is only cystitis, but it will become raised when the organism ascends the ureter and infects the kidney."
VTOP-TX-0166,SRC-0088,treatment_candidate,92,index,2456,2456,10 Diseases of the Urino-genital System,Nephritis/cystitis complex,,,"With appropriate prolonged antibiotic treatment the condition may be cured, or if only one kidney is infected the sow can appear to respond only to suffer relapses of the infection. She is obviously infectious to the boar. As the infection is in the urinary system she may come regularly into oestrus and may even get pregnant. In these cases it is prudent to inject a suitable antibiotic at farrowing to try to avoid a flare-up of the condition."
VTOP-TX-0167,SRC-0088,treatment_candidate,92,index,2458,2458,10 Diseases of the Urino-genital System,Nephritis/cystitis complex,,oxytetracycline,"If several cases occur in a herd then routine treatment with antibiotics of both boars and sows before service may be justified. The author’s preference is long-acting oxytetracycline given by injection at the appropriate time before service in the boar and after service in the sow. If antibiotics are given in the feed or water to all animals in the service area, the danger of antibiotic resistance is high."
VTOP-TX-0168,SRC-0088,euthanasia,139,index,2465,2465,10 Diseases of the Urino-genital System,Porcine dermatitis and nephropathy syndrome,,,"Porcine dermatitis and nephropathy syndrome (PDNS) is a serious condition which is mainly restricted to fattening pigs. It may even be seen at the abattoir with the stress of the journey bringing on the condition. Pigs may die rapidly and the condition may resemble CSF. Clinicians should consult more experienced colleagues if there is any doubt as to the diagnosis. There is a syndrome called ‘rotting prepuce syndrome’ which may be part of the PDNS condition. It occurs in entire boars. The ventral surface of the prepuce appears to be abraded. Some authorities have linked the condition to bedding on wheat straw. There may be actual necrosis not only to the prepuce but also to the abdominal wall. If it reaches an advanced state euthanasia is indicated, but in less severe cases antibiotics and NSAIDs by injection and oily creams topically may be beneficial. PDNS is also covered in the skin disease section (see Chapter 12)."
VTOP-TX-0169,SRC-0088,treatment_candidate,93,index,2471,2471,10 Diseases of the Urino-genital System,Stephanurus dentatus,,ivermectin,"eggs turn into larvae and migrate through the liver, causing damage often seen at slaughter very similar to ‘milk spot’ caused by ascarid migration. They may also cause liver abscesses. The larvae find their way in the bloodstream to the ureters. The prepatent period is approximately 9 months. Ivermectin by injection is effective in eliminating larvae and adults."
VTOP-TX-0170,SRC-0088,euthanasia,93,index,2475,2475,10 Diseases of the Urino-genital System,Urolithiasis,,,"This is caused by deposits of calcium carbonate. The reason for the deposits is unclear. It may be related to the diet. It is not related to a shortage of drinking water as this will cause salt poisoning as explained in the section covering neurological diseases (see Chapter 11). Urolithiasis is seen in sows and neonatal pigs. It is extremely rare in store pigs and is rare in finishing pigs. It can be prevented by providing a good diet. Treatment is difficult if there is a blockage of the urethra. In the author’s experience this never occurs in sows as the urethra is large and is very easily catheterized, using a mare’s urinary catheter. A blockage of the urethra is a disaster in a boar or a castrated boar as in the author’s experience it is impossible to catheterize a male pig of any age even under a GA. In theory a urethrostomy could be performed below the anus provided the blockage is distal to this site. In reality euthanasia should be performed on welfare grounds."
VTOP-TX-0171,SRC-0088,treatment_candidate,94,chapter_interpolated,2489,2489,10 Diseases of the Urino-genital System,Introduction,,,Safety is also important as often children are given access to smallholder pigs.
VTOP-TX-0172,SRC-0088,treatment_candidate,15,index,2519,2519,10 Diseases of the Urino-genital System,Measures to aid reproduction,,altrenogest,Oestrus can be synchronized by the use of oral altrenogest (see Appendix under Altresyn and Regumate porcine) in both gilts and sows. Gilts and sows will be expected to come into oestrus 5–7 days after the final day of administration of the drug. This same drug can be used to improve litter size in both gilts and sows. It can also be used to increase the farrowing rate in sows.
