rule_id,rule_name,category,priority,evidence_coverage,primary_source_id,page_relpath
RULE-343,Bratislava 感染需保留生殖道持续感染边界,leptospirosis_persistence,high,complete,SRC-0067,wiki/rules/Swine-leptospira-bratislava-reproductive-tract-persistence.md
RULE-344,钩端螺旋体培养需专门实验室且不能作为快速常规诊断,leptospirosis_diagnostics,medium,complete,SRC-0067,wiki/rules/Swine-leptospira-culture-specialized-slow-boundary.md
RULE-345,钩端螺旋体免疫和给药内容不得转为固定处方,leptospirosis_control_boundary,high,complete,SRC-0068,wiki/rules/Swine-leptospirosis-medication-vaccine-local-label-boundary.md
RULE-346,猪支原体回答需区分四类主要致病种,mycoplasmosis_species_boundary,high,complete,SRC-0069,wiki/rules/Swine-mycoplasma-major-species-distinction.md
RULE-347,支原体缺乏细胞壁和培养困难需影响诊断解释,mycoplasmosis_diagnostics,medium,complete,SRC-0069,wiki/rules/Swine-mycoplasma-no-cell-wall-culture-boundary.md
RULE-348,M. hyopneumoniae 诊断不能只凭症状或肉眼病变,mhyo_diagnostics,high,complete,SRC-0069,wiki/rules/Swine-mhyo-diagnosis-composite-required.md
RULE-349,地方性肺炎样肺病变不是 M. hyopneumoniae 特异证据,mhyo_lesion_boundary,high,complete,SRC-0069,wiki/rules/Swine-mhyo-lesions-not-pathognomonic.md
RULE-350,M. hyopneumoniae 治疗改善不等于清除感染,mhyo_treatment_boundary,high,complete,SRC-0069,wiki/rules/Swine-mhyo-treatment-not-elimination.md
RULE-351,M. hyopneumoniae 疫苗降低损失但不阻断定植,mhyo_vaccine_boundary,high,complete,SRC-0069,wiki/rules/Swine-mhyo-vaccine-reduces-not-prevents-colonization.md
RULE-352,M. hyopneumoniae 控制需结合管理、猪流和生物安全,mhyo_control_boundary,medium,complete,SRC-0069,wiki/rules/Swine-mhyo-control-management-biosecurity-combined.md
RULE-353,M. hyorhinis 诊断需病变系统部位确认并排除鉴别,mhyorhinis_diagnostics,high,complete,SRC-0069,wiki/rules/Swine-mhyorhinis-systemic-site-differential-required.md
RULE-354,M. hyosynoviae 跛行需与其他关节病鉴别,mhyosynoviae_diagnostics,high,complete,SRC-0069,wiki/rules/Swine-mhyosynoviae-lameness-differential-required.md
RULE-355,M. suis 诊断需血液学和病原检测支持,msuis_diagnostics,high,complete,SRC-0069,wiki/rules/Swine-msuis-hematology-pathogen-detection-required.md
RULE-356,肺炎型 P. multocida 常需寻找原发呼吸道背景,pasteurellosis_pathogenesis,high,complete,SRC-0070,wiki/rules/Swine-pmultocida-pneumonia-secondary-primary-pathogen-boundary.md
RULE-357,进行性萎缩性鼻炎确诊需产毒 P. multocida 和病变证据,par_diagnostics,high,complete,SRC-0070,wiki/rules/Swine-par-toxigenic-pmultocida-lesion-confirmation.md
RULE-358,P. multocida 肺病变不是特异确诊依据,pneumonic_pasteurellosis_diagnostics,high,complete,SRC-0070,wiki/rules/Swine-pmultocida-lung-lesions-not-pathognomonic.md
RULE-359,肺炎型巴氏杆菌疫苗效果不能作强承诺,pneumonic_pasteurellosis_vaccine_boundary,medium,complete,SRC-0070,wiki/rules/Swine-pneumonic-pasteurellosis-vaccine-effectiveness-questionable.md
RULE-360,Lawsonia 不应被默认扩展为人兽共患病,lawsonia_public_health,medium,complete,SRC-0071,wiki/rules/Swine-lawsonia-no-human-infection-evidence.md
RULE-361,其他动物作为猪 Lawsonia 来源仍需保留不确定性,lawsonia_epidemiology,medium,complete,SRC-0071,wiki/rules/Swine-lawsonia-other-species-source-unclear.md
RULE-362,Lawsonia 诊断需病变和病原定位共同支持,lawsonia_diagnostics,high,complete,SRC-0072,wiki/rules/Swine-lawsonia-diagnosis-lesion-organism-required.md
RULE-363,Lawsonia 血清学提示暴露但不等同临床病,lawsonia_serology_boundary,medium,complete,SRC-0072,wiki/rules/Swine-lawsonia-serology-exposure-not-disease.md
RULE-364,Lawsonia 控制需清洁消毒、猪流和鼠虫控制组合,lawsonia_control_boundary,high,complete,SRC-0072,wiki/rules/Swine-lawsonia-control-cleaning-pigflow-rodent-insect.md
RULE-365,Lawsonia 用药和疫苗不得转成固定程序,lawsonia_treatment_vaccine_boundary,high,complete,SRC-0072,wiki/rules/Swine-lawsonia-antibiotic-vaccine-local-label-boundary.md
RULE-366,沙门氏菌食品安全结论需本地法规来源,salmonellosis_public_health,high,complete,SRC-0073,wiki/rules/Swine-salmonella-food-safety-local-regulatory-source-required.md
RULE-367,沙门氏菌培养或 PCR 检出不等于确诊,salmonellosis_diagnostics,high,complete,SRC-0073,wiki/rules/Swine-salmonella-culture-pcr-not-diagnosis-alone.md
RULE-368,沙门氏菌需区分肠炎型和败血型,salmonellosis_clinical_boundary,high,complete,SRC-0073,wiki/rules/Swine-salmonella-enteric-vs-septicemic-distinction.md
RULE-369,沙门氏菌疫苗不能承诺防止感染或带菌,salmonellosis_vaccine_boundary,high,complete,SRC-0073,wiki/rules/Swine-salmonella-vaccine-not-prevent-carriage.md
RULE-370,沙门氏菌抗菌药使用需避免通用处方化,salmonellosis_treatment_boundary,high,complete,SRC-0073,wiki/rules/Swine-salmonella-antimicrobial-no-generic-prescription.md
RULE-371,渗出性表皮炎控制需减少皮肤创伤和环境压力,staphylococcosis_control_boundary,high,complete,SRC-0074,wiki/rules/Swine-ee-control-trauma-environment-required.md
RULE-372,S. hyicus 治疗建议需药敏支持,staphylococcosis_treatment_boundary,high,complete,SRC-0074,wiki/rules/Swine-shyicus-ast-treatment-boundary.md
RULE-373,S. aureus 培养需结合提示性病变解释,staphylococcus_aureus_diagnostics,medium,complete,SRC-0074,wiki/rules/Swine-saureus-culture-lesion-context-required.md
RULE-374,LA-MRSA 公共卫生结论需保留不确定性和权威来源,staphylococcus_aureus_public_health,high,complete,SRC-0074,wiki/rules/Swine-lamrsa-public-health-authority-boundary.md
RULE-375,S. suis 带菌不等于临床发病,streptococcosis_diagnostics,high,complete,SRC-0075,wiki/rules/Swine-ssuis-carrier-not-disease.md
RULE-376,S. suis 人暴露处置必须等待公共卫生权威来源,streptococcosis_public_health,high,complete,SRC-0075,wiki/rules/Swine-ssuis-human-exposure-authority-required.md
RULE-377,S. suis 肺炎角色需保留机会病原边界,streptococcosis_respiratory_boundary,medium,complete,SRC-0075,wiki/rules/Swine-ssuis-pulmonary-role-opportunist-boundary.md
RULE-378,S. suis 神经症状需结合脑膜炎和败血症鉴别,streptococcosis_clinical_boundary,high,complete,SRC-0075,wiki/rules/Swine-ssuis-neurologic-meningitis-septicemia-differential.md
RULE-379,S. suis 自家苗候选株应来自系统部位,streptococcosis_vaccine_boundary,high,complete,SRC-0076,wiki/rules/Swine-ssuis-autogenous-vaccine-systemic-isolates.md
RULE-380,S. suis 口腔液/扁桃体阳性不得确诊疾病,streptococcosis_diagnostics,critical,complete,SRC-0076,wiki/rules/Swine-ssuis-oral-fluid-tonsil-not-diagnostic.md
RULE-381,S. suis 血清型 PCR 需保留 1/2 和 14 交叉检出,streptococcosis_serotyping,high,complete,SRC-0076,wiki/rules/Swine-ssuis-serotype-pcr-cross-detection-boundary.md
RULE-382,S. suis 抗菌药选择必须结合药敏和本地耐药谱,streptococcosis_treatment_boundary,critical,complete,SRC-0076,wiki/rules/Swine-ssuis-antimicrobial-local-susceptibility-required.md
RULE-383,S. suis 疫苗建议不得脱离血清型/菌株证据,streptococcosis_vaccine_boundary,critical,complete,SRC-0076,wiki/rules/Swine-ssuis-vaccine-serotype-strain-evidence-required.md
RULE-384,S. suis 根除通常不得优先于控制措施,streptococcosis_control,high,complete,SRC-0076,wiki/rules/Swine-ssuis-control-preferred-over-eradication.md
RULE-385,猪痢疾确诊需强 β 溶血 Brachyspira 与典型病例匹配,swine_dysentery_diagnostics,critical,complete,SRC-0077,wiki/rules/Swine-dysentery-strong-beta-hemolytic-brachyspira-required.md
RULE-386,猪痢疾病原不得限于 B. hyodysenteriae,swine_dysentery_etiology,high,complete,SRC-0077,wiki/rules/Swine-dysentery-not-only-b-hyodysenteriae.md
RULE-387,猪痢疾不得标为人兽共患,swine_dysentery_public_health,medium,complete,SRC-0077,wiki/rules/Swine-dysentery-agents-not-human-infection.md
RULE-388,猪痢疾防控必须覆盖粪口、湿粪和生物安全,swine_dysentery_control,high,complete,SRC-0077,wiki/rules/Swine-dysentery-fecal-oral-moist-feces-biosecurity.md
RULE-389,猪痢疾检测应保留选择性厌氧培养,swine_dysentery_diagnostics,critical,complete,SRC-0077,wiki/rules/Swine-dysentery-selective-anaerobic-culture-integral.md
RULE-390,猪痢疾用药必须基于 MIC 和合规标签,swine_dysentery_amr_boundary,critical,complete,SRC-0077,wiki/rules/Swine-dysentery-treatment-mic-label-required.md
RULE-391,B. pilosicoli 粪便阳性不得单独确诊 PIS/PCS,pis_pcs_diagnostics,critical,complete,SRC-0077,wiki/rules/Swine-bpilosicoli-fecal-positive-not-pis-pcs-alone.md
RULE-392,B. pilosicoli 无有效疫苗,pis_pcs_vaccine_boundary,medium,complete,SRC-0077,wiki/rules/Swine-bpilosicoli-no-effective-vaccine.md
RULE-393,猪结核肉眼和镜检病变不能区分 MAC 与 MTBC,tuberculosis_diagnostics,critical,complete,SRC-0078,wiki/rules/Swine-tb-lesions-not-mac-mtbc-speciation.md
RULE-394,猪结核防控必须按检出 Mycobacterium 种设计,tuberculosis_control,critical,complete,SRC-0078,wiki/rules/Swine-tb-control-by-mycobacterium-species.md
RULE-395,MAH 暴发调查必须评估有机垫料、潮湿有机物和生物膜,tuberculosis_environment,high,complete,SRC-0078,wiki/rules/Swine-mah-organic-bedding-biofilm-risk.md
RULE-396,猪结核确诊需组织病变中培养鉴定或直接 PCR,tuberculosis_diagnostics,critical,complete,SRC-0078,wiki/rules/Swine-tb-definitive-culture-identification-pcr.md
RULE-397,A. suis 交配后血尿需与 E. coli 膀胱炎鉴别,actinobaculum_suis_diagnostics,high,complete,SRC-0079,wiki/rules/Swine-asuis-postservice-hematuria-differential.md
RULE-398,A. hyovaginalis 阴道分泌物培养阳性不得定因流产,actinomyces_hyovaginalis_diagnostics,high,complete,SRC-0079,wiki/rules/Swine-ahyovaginalis-vaginal-culture-not-abortion-cause.md
RULE-399,疑似炭疽不得常规剖检,anthrax_biosafety,critical,complete,SRC-0079,wiki/rules/Swine-anthrax-necropsy-discouraged-biosafety.md
RULE-400,猪炭疽必须保留人兽共患和食品危害边界,anthrax_public_health,critical,complete,SRC-0079,wiki/rules/Swine-anthrax-zoonotic-pork-hazard-boundary.md
RULE-401,类鼻疽需保留热带环境和公共卫生边界,melioidosis_public_health,high,complete,SRC-0079,wiki/rules/Swine-melioidosis-tropical-public-health-boundary.md
RULE-402,弯曲菌不得作为猪常规肠病主因,campylobacter_boundary,medium,complete,SRC-0079,wiki/rules/Swine-campylobacter-not-recognized-common-enteric-disease.md
RULE-403,猪衣原体定因需谨慎处理混合感染和 PCR 物种确认,chlamydia_diagnostics,high,complete,SRC-0079,wiki/rules/Swine-chlamydia-mixed-infection-pcr-species-boundary.md
RULE-404,猪衣原体公共卫生结论需区分 species 和传播证据,chlamydia_public_health,high,complete,SRC-0079,wiki/rules/Swine-chlamydia-zoonosis-species-transmission-boundary.md
RULE-405,肠球菌相关新生仔猪腹泻治疗前应做药敏,enterococci_treatment_boundary,medium,complete,SRC-0079,wiki/rules/Swine-enterococci-neonatal-diarrhea-ast-before-treatment.md
RULE-406,Klebsiella 仔猪败血症干预效果不得无对照外推,klebsiella_control_boundary,medium,complete,SRC-0079,wiki/rules/Swine-klebsiella-piglet-septicemia-intervention-control-needed.md
RULE-407,猪李斯特菌需区分携带、临床病和食品安全,listeria_boundary,high,complete,SRC-0079,wiki/rules/Swine-listeria-carriage-clinical-food-safety-boundary.md
RULE-408,R. equi 肉芽肿淋巴结炎必须排除结核,rhodococcus_equi_differential,critical,complete,SRC-0079,wiki/rules/Swine-rhodococcus-granulomatous-lymphadenitis-rule-out-tb.md
RULE-409,T. pedis 耳坏死不得单病原简化,treponema_pedis_skin_boundary,medium,complete,SRC-0079,wiki/rules/Swine-tpedis-ear-necrosis-not-single-agent.md
RULE-410,T. abortisuis 流产定因需胎盘/胎儿病变和病灶内细菌,trueperella_abortisuis_diagnostics,high,complete,SRC-0079,wiki/rules/Swine-tabortisuis-abortion-lesion-intralesional-required.md
RULE-411,T. pyogenes 脓肿单靠抗菌药效果差且无有效疫苗,trueperella_pyogenes_control,high,complete,SRC-0079,wiki/rules/Swine-tpyogenes-abscess-antimicrobial-limited-no-vaccine.md
RULE-412,Y. enterocolitica O:9 必须纳入布病血清学假阳性解释,yersinia_serology_boundary,critical,complete,SRC-0079,wiki/rules/Swine-yersinia-o9-brucella-serology-false-positive.md
RULE-413,Yersinia 腹泻猪培养阳性不足以确诊肠道耶尔森菌病,yersinia_diagnostics,critical,complete,SRC-0079,wiki/rules/Swine-yersinia-culture-positive-not-enteric-yersiniosis-alone.md
RULE-414,Yersinia 食源性控制不得从教材外推为中国召回执行,yersinia_food_safety_boundary,critical,complete,SRC-0079,wiki/rules/Swine-yersinia-foodborne-control-no-china-recall-from-textbook.md
RULE-415,猪疥螨病诊断需保留刮片假阴性边界,mange_diagnostics,high,complete,SRC-0080,wiki/rules/Swine-mange-scraping-false-negative-boundary.md
RULE-416,猪疥螨净化不得等同固定药物程序,mange_control,high,complete,SRC-0080,wiki/rules/Swine-mange-elimination-not-fixed-drug-program.md
RULE-417,猪外寄生虫药物表不得生成中国处方,external_parasite_treatment_boundary,critical,complete,SRC-0080,wiki/rules/Swine-external-parasite-label-table-not-china-prescription.md
RULE-418,猪虱病诊断应寻找虱或虫卵,lice_diagnostics,medium,complete,SRC-0080,wiki/rules/Swine-lice-diagnosis-lice-or-nits.md
RULE-419,蝇类传播病原需区分机械携带和证实传播,flies_vector_boundary,high,complete,SRC-0080,wiki/rules/Swine-flies-mechanical-vector-evidence-boundary.md
RULE-420,仔猪球虫病不能仅凭卵囊定因,coccidia_diagnostics,critical,complete,SRC-0081,wiki/rules/Swine-coccidia-oocyst-not-causality-alone.md
RULE-421,猪 Eimeria 多为低临床意义边界,eimeria_boundary,medium,complete,SRC-0081,wiki/rules/Swine-eimeria-not-common-clinical-cause.md
RULE-422,抗球虫药活性不得生成固定程序,anticoccidial_treatment_boundary,critical,complete,SRC-0081,wiki/rules/Swine-anticoccidial-activity-not-fixed-program.md
RULE-423,猪弓形虫回答必须保留猫源卵囊和食品安全边界,toxoplasma_public_health,critical,complete,SRC-0081,wiki/rules/Swine-toxoplasma-cat-oocyst-food-safety-boundary.md
RULE-424,隐孢子虫阳性需结合混合感染解释,cryptosporidium_diagnostics,high,complete,SRC-0081,wiki/rules/Swine-cryptosporidium-positive-context-required.md
RULE-425,内寄生虫控制需区分环境管理和驱虫处方,internal_parasite_control,high,complete,SRC-0082,wiki/rules/Swine-internal-parasite-control-management-vs-prescription.md
RULE-426,Strongyloides 仔猪病需考虑无虫卵阶段,strongyloides_diagnostics,high,complete,SRC-0082,wiki/rules/Swine-strongyloides-larval-stage-no-eggs-boundary.md
RULE-427,Ascaris milk spots 需与肾虫移行鉴别,ascaris_differential,critical,complete,SRC-0082,wiki/rules/Swine-ascaris-milk-spots-kidney-worm-differential.md
RULE-428,Trichuris 低虫量不应过度解释腹泻,trichuris_diagnostics,medium,complete,SRC-0082,wiki/rules/Swine-trichuris-low-burden-not-overcalled.md
RULE-429,Metastrongylus 粪漂检阴性不能简单排除,metastrongylus_diagnostics,high,complete,SRC-0082,wiki/rules/Swine-metastrongylus-eggs-float-poorly.md
RULE-430,Taenia solium 和 Trichinella 需保留人兽共患权威来源要求,parasite_public_health,critical,complete,SRC-0082,wiki/rules/Swine-taenia-trichinella-public-health-authority-required.md
RULE-431,美国驱虫药标签和休药期不得跨法域迁移,anthelmintic_jurisdiction_boundary,critical,complete,SRC-0082,wiki/rules/Swine-anthelmintic-us-label-withdrawal-not-china.md
RULE-432,寄生虫参考文献页只作来源边界,parasite_reference_boundary,medium,complete,SRC-0081,wiki/rules/Swine-parasite-reference-pages-not-standalone-facts.md
RULE-433,营养缺乏或过量不得单一线性定因,nutrition_diagnosis,critical,complete,SRC-0084,wiki/rules/Swine-nutritional-diagnosis-not-linear.md
RULE-434,盐/钠相关中毒必须追问饮水可及性,salt_water_toxicity,critical,complete,SRC-0084,wiki/rules/Swine-salt-sodium-toxicity-water-access-required.md
RULE-435,维生素和微量元素过量不得外推为安全添加,nutrient_excess_boundary,high,complete,SRC-0084,wiki/rules/Swine-vitamin-mineral-excess-not-safe-addition.md
RULE-436,霉菌毒素诊断必须结合饲料批次和病例背景,mycotoxin_diagnostics,critical,complete,SRC-0085,wiki/rules/Swine-mycotoxin-feed-testing-context-required.md
RULE-437,霉菌毒素吸附剂讨论不得生成通用治疗处方,mycotoxin_treatment_boundary,critical,complete,SRC-0085,wiki/rules/Swine-mycotoxin-additive-not-universal-treatment.md
RULE-438,DON 相关拒食需要广泛鉴别,don_feed_refusal,high,complete,SRC-0085,wiki/rules/Swine-don-feed-refusal-differentials-required.md
RULE-439,ZEA 相关繁殖表现必须追溯饲料暴露,zearalenone_boundary,high,complete,SRC-0085,wiki/rules/Swine-zearalenone-reproductive-feed-exposure.md
RULE-440,富马毒素安全水平必须另引官方标准,fumonisin_regulatory_boundary,critical,complete,SRC-0085,wiki/rules/Swine-fumonisin-safe-level-authority-required.md
RULE-441,毒物病例必须先建立暴露史,toxicology_diagnostics,critical,complete,SRC-0086,wiki/rules/Swine-toxicology-exposure-history-required.md
RULE-442,有机砷等中毒需与神经病和盐中毒鉴别,arsenical_differential,high,complete,SRC-0086,wiki/rules/Swine-arsenical-neurologic-salt-differential.md
RULE-443,离子载体中毒首要边界是停止暴露和核查混料,ionophore_control,high,complete,SRC-0086,wiki/rules/Swine-ionophore-stop-exposure-mixing-error.md
RULE-444,有机磷/氨基甲酸酯中毒需保留胆碱能体征组合,op_carbamate_toxicosis,high,complete,SRC-0086,wiki/rules/Swine-op-carbamate-cholinergic-signs.md
RULE-445,亚硝酸盐中毒不得脱离水源/饲料暴露,nitrite_toxicosis,critical,complete,SRC-0086,wiki/rules/Swine-nitrite-water-feed-exposure-required.md
RULE-446,钠离子中毒需要饮水剥夺和组织学背景,sodium_ion_toxicosis,critical,complete,SRC-0086,wiki/rules/Swine-sodium-ion-water-deprivation-histology.md
RULE-447,粪污气体和通风失败必须作为群体暴露事件处理,toxic_gas_boundary,critical,complete,SRC-0086,wiki/rules/Swine-manure-gas-ventilation-group-exposure.md
RULE-448,教材毒理内容不得直接生成中国执法处置,toxicology_regulatory_boundary,critical,complete,SRC-0086,wiki/rules/Swine-toxicology-textbook-not-china-enforcement.md
RULE-HANDBOOK-PRESCRIPTION-001,手册处方来源执行规则,handbook_prescription_executable_source,critical,complete,SRC-0087,wiki/rules/Swine-handbook-prescription-executable-source.md
