entity_id,entity_type,page_relpath,source_trust,evidence_coverage,authority_level,risk_class,usage_scope,positive_generation_allowed,negative_trap_allowed,evaluation_allowed,requires_rule_cards,allowed_question_types,blocked_question_types,source_ids,rule_card_ids,missing_critical_fields
DRUG-052-colistin,drug,wiki/drugs/DRUG-052-colistin.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0089;SRC-0090,RC-CITATION-001;RC-DRUG-001,
DRUG-053-bacitracin-methylene-disalicylate,drug,wiki/drugs/DRUG-053-bacitracin-methylene-disalicylate.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0091,RC-CITATION-001;RC-DRUG-001,
DRUG-054-virginiamycin,drug,wiki/drugs/DRUG-054-virginiamycin.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0091,RC-CITATION-001;RC-DRUG-001,
DRUG-055-moxidectin,drug,wiki/drugs/DRUG-055-moxidectin.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0091,RC-CITATION-001;RC-DRUG-001,
DRUG-056-levamisole,drug,wiki/drugs/DRUG-056-levamisole.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0087,RC-CITATION-001;RC-DRUG-001,
DRUG-057-piperazine-pyrantel,drug,wiki/drugs/DRUG-057-piperazine-pyrantel.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0091,RC-CITATION-001;RC-DRUG-001,
DRUG-058-amitraz,drug,wiki/drugs/DRUG-058-amitraz.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0092,RC-CITATION-001;RC-DRUG-001,
DRUG-059-phosmet-coumaphos,drug,wiki/drugs/DRUG-059-phosmet-coumaphos.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0091,RC-CITATION-001;RC-DRUG-001,
DRUG-060-permethrin-deltamethrin,drug,wiki/drugs/DRUG-060-permethrin-deltamethrin.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0091;SRC-0092,RC-CITATION-001;RC-DRUG-001,
DRUG-061-ponazuril,drug,wiki/drugs/DRUG-061-ponazuril.md,authoritative,partial,A0,drug_boundary,retrieval;gap_routing;audit_only,false,true,false,RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012,RC-DRUG-001,
DRUG-062-amprolium,drug,wiki/drugs/DRUG-062-amprolium.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0091;SRC-0092,RC-CITATION-001;RC-DRUG-001,
DRUG-063-meloxicam,drug,wiki/drugs/DRUG-063-meloxicam.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0004;SRC-0012;SRC-0088,RC-CITATION-001;RC-DRUG-001,
DRUG-064-flunixin-meglumine,drug,wiki/drugs/DRUG-064-flunixin-meglumine.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0004;SRC-0012;SRC-0088,RC-CITATION-001;RC-DRUG-001,
DRUG-065-ketoprofen-sodium-salicylate-indomethacin,drug,wiki/drugs/DRUG-065-ketoprofen-sodium-salicylate-indomethacin.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0088;SRC-0092,RC-CITATION-001;RC-DRUG-001,
DRUG-066-dexamethasone,drug,wiki/drugs/DRUG-066-dexamethasone.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0087;SRC-0088;SRC-0089;SRC-0090;SRC-0092,RC-CITATION-001;RC-DRUG-001,
DRUG-067-oxytocin,drug,wiki/drugs/DRUG-067-oxytocin.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0088;SRC-0089;SRC-0090;SRC-0092,RC-CITATION-001;RC-DRUG-001,
DRUG-068-altrenogest,drug,wiki/drugs/DRUG-068-altrenogest.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0088;SRC-0092,RC-CITATION-001;RC-DRUG-001,
DRUG-069-triptorelin,drug,wiki/drugs/DRUG-069-triptorelin.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0012;SRC-0092,RC-CITATION-001;RC-DRUG-001,
DRUG-070-ractopamine,drug,wiki/drugs/DRUG-070-ractopamine.md,authoritative,partial,A0,drug_boundary,retrieval;gap_routing;audit_only,false,true,false,RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-DRUG-RISK-MONITORING-2026;A0-MOA-ELIMINATED-DRUGS-839;SRC-0012,RC-DRUG-001,
DRUG-071-streptomycin,drug,wiki/drugs/DRUG-071-streptomycin.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-MRL-GB31650-2019-RAW;SRC-0067;SRC-0068;SRC-0091,RC-CITATION-001;RC-DRUG-001,
DRUG-072-tildipirosin,drug,wiki/drugs/DRUG-072-tildipirosin.md,authoritative,partial,A0,drug_boundary,retrieval;gap_routing;audit_only,false,true,false,RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0060;SRC-0061,RC-DRUG-001,
DRUG-073-erythromycin,drug,wiki/drugs/DRUG-073-erythromycin.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;SRC-0067;SRC-0068;SRC-0074;SRC-0089;SRC-0090,RC-CITATION-001;RC-DRUG-001,
DRUG-074-amikacin,drug,wiki/drugs/DRUG-074-amikacin.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;A1-WOAH-SWINE-AMR-TRD-2025;SRC-0073;SRC-0091,RC-CITATION-001;RC-DRUG-001,
DRUG-075-praziquantel,drug,wiki/drugs/DRUG-075-praziquantel.md,authoritative,complete,A1,withdrawal_mrl_residue,retrieval;drug_boundary;negative_trap;gold_candidate,false,true,true,RC-CITATION-001;RC-DRUG-001;RC-WITHDRAWAL-MRL-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_high_risk_positive_claim;unsupported_withdrawal_mrl,A1-WOAH-PORCINE-CYSTICERCOSIS;RC-DRUG-CLASS-001;RC-DRUG-GOLD-ROLE-001;RC-WITHDRAWAL-MRL-001;SRC-0082;SRC-0091;SRC-0092,RC-CITATION-001;RC-DRUG-001;RC-WITHDRAWAL-MRL-001,
DRUG-076-dichlorvos,drug,wiki/drugs/DRUG-076-dichlorvos.md,authoritative,complete,A0,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,true,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,A0-MOA-BANNED-DRUG-250-NOTICE;A0-MOA-ELIMINATED-DRUGS-839;SRC-0082;SRC-0087;SRC-0089;SRC-0090;SRC-0092,RC-CITATION-001;RC-DRUG-001,
DRUG-077-azaperone,drug,wiki/drugs/DRUG-077-azaperone.md,authoritative,complete,SRC,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,false,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,SRC-0088;SRC-0092,RC-CITATION-001;RC-DRUG-001,
DRUG-078-pentobarbital,drug,wiki/drugs/DRUG-078-pentobarbital.md,authoritative,complete,SRC,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,false,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,SRC-0088,RC-CITATION-001;RC-DRUG-001,
DRUG-079-atropine,drug,wiki/drugs/DRUG-079-atropine.md,authoritative,complete,SRC,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,false,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,SRC-0089;SRC-0090;SRC-0092,RC-CITATION-001;RC-DRUG-001,
DRUG-080-epinephrine,drug,wiki/drugs/DRUG-080-epinephrine.md,authoritative,complete,SRC,drug_boundary,retrieval;drug_boundary;negative_trap;gold_candidate,false,true,true,RC-CITATION-001;RC-DRUG-001,retrieval_routing,food_safety_clearance;positive_generation;sft_training;standalone_prescription;unsupported_dose_course;unsupported_withdrawal_mrl,SRC-0090;SRC-0092,RC-CITATION-001;RC-DRUG-001,
RC-ALIAS-001,rule_card,wiki/rule_cards/RC-ALIAS-001.md,authoritative,complete,RC,normal_clinical,retrieval;control_support;regulatory_boundary;treatment_boundary;gold_candidate,true,false,true,RC-CITATION-001,,new_biomedical_fact_generation;positive_generation;sft_training,,RC-CITATION-001,
RC-ASF-001,rule_card,wiki/rule_cards/RC-ASF-001.md,authoritative,complete,RC,high_regulatory,retrieval;control_support;regulatory_boundary;treatment_boundary;gold_candidate,false,true,true,RC-CITATION-001;RC-DISEASE-REGULATORY-001,,new_biomedical_fact_generation;positive_generation;sft_training;unsupported_high_risk_positive_claim,,RC-CITATION-001;RC-DISEASE-REGULATORY-001,
RC-CITATION-001,rule_card,wiki/rule_cards/RC-CITATION-001.md,authoritative,complete,RC,normal_clinical,retrieval;control_support;regulatory_boundary;treatment_boundary;gold_candidate,true,false,true,RC-CITATION-001,,new_biomedical_fact_generation;positive_generation;sft_training,,RC-CITATION-001,
RC-DIARRHEA-001,rule_card,wiki/rule_cards/RC-DIARRHEA-001.md,authoritative,complete,RC,normal_clinical,retrieval;control_support;regulatory_boundary;treatment_boundary;gold_candidate,true,false,true,RC-CITATION-001,,new_biomedical_fact_generation;positive_generation;sft_training,,RC-CITATION-001,
RC-DISEASE-REGULATORY-001,rule_card,wiki/rule_cards/RC-DISEASE-REGULATORY-001.md,authoritative,complete,RC,high_regulatory,retrieval;control_support;regulatory_boundary;treatment_boundary;gold_candidate,false,true,true,RC-CITATION-001;RC-DISEASE-REGULATORY-001,,new_biomedical_fact_generation;positive_generation;sft_training;unsupported_high_risk_positive_claim,,RC-CITATION-001;RC-DISEASE-REGULATORY-001,
RC-DRUG-001,rule_card,wiki/rule_cards/RC-DRUG-001.md,authoritative,complete,RC,high_regulatory,retrieval;control_support;regulatory_boundary;treatment_boundary;gold_candidate,false,true,true,RC-CITATION-001;RC-DISEASE-REGULATORY-001,,new_biomedical_fact_generation;positive_generation;sft_training;unsupported_high_risk_positive_claim,,RC-CITATION-001;RC-DISEASE-REGULATORY-001,
RC-DRUG-CLASS-001,rule_card,wiki/rule_cards/RC-DRUG-CLASS-001.md,authoritative,complete,RC,high_regulatory,retrieval;control_support;regulatory_boundary;treatment_boundary;gold_candidate,false,true,true,RC-CITATION-001;RC-DISEASE-REGULATORY-001,,new_biomedical_fact_generation;positive_generation;sft_training;unsupported_high_risk_positive_claim,,RC-CITATION-001;RC-DISEASE-REGULATORY-001,
RC-DRUG-COMBINATION-RAU-001,rule_card,wiki/rule_cards/RC-DRUG-COMBINATION-RAU-001.md,authoritative,complete,RC,normal_clinical,retrieval;control_support;regulatory_boundary;treatment_boundary;gold_candidate,true,false,true,RC-CITATION-001,,new_biomedical_fact_generation;positive_generation;sft_training,,RC-CITATION-001,
RC-DRUG-GOLD-ROLE-001,rule_card,wiki/rule_cards/RC-DRUG-GOLD-ROLE-001.md,authoritative,complete,RC,high_regulatory,retrieval;control_support;regulatory_boundary;treatment_boundary;gold_candidate,false,true,true,RC-CITATION-001;RC-DISEASE-REGULATORY-001,,new_biomedical_fact_generation;positive_generation;sft_training;unsupported_high_risk_positive_claim,,RC-CITATION-001;RC-DISEASE-REGULATORY-001,
RC-DX-001,rule_card,wiki/rule_cards/RC-DX-001.md,authoritative,complete,RC,normal_clinical,retrieval;control_support;regulatory_boundary;treatment_boundary;gold_candidate,true,false,true,RC-CITATION-001,,new_biomedical_fact_generation;positive_generation;sft_training,,RC-CITATION-001,
RC-EVAL-RUBRIC-001,rule_card,wiki/rule_cards/RC-EVAL-RUBRIC-001.md,authoritative,complete,RC,high_regulatory,retrieval;control_support;regulatory_boundary;treatment_boundary;gold_candidate,false,true,true,RC-CITATION-001;RC-DISEASE-REGULATORY-001,,new_biomedical_fact_generation;positive_generation;sft_training;unsupported_high_risk_positive_claim,,RC-CITATION-001;RC-DISEASE-REGULATORY-001,
RC-REGULATORY-CURRENT-001,rule_card,wiki/rule_cards/RC-REGULATORY-CURRENT-001.md,authoritative,complete,RC,high_regulatory,retrieval;control_support;regulatory_boundary;treatment_boundary;gold_candidate,false,true,true,RC-CITATION-001;RC-DISEASE-REGULATORY-001,,new_biomedical_fact_generation;positive_generation;sft_training;unsupported_high_risk_positive_claim,,RC-CITATION-001;RC-DISEASE-REGULATORY-001,
RC-REPRO-001,rule_card,wiki/rule_cards/RC-REPRO-001.md,authoritative,complete,RC,normal_clinical,retrieval;control_support;regulatory_boundary;treatment_boundary;gold_candidate,true,false,true,RC-CITATION-001,,new_biomedical_fact_generation;positive_generation;sft_training,,RC-CITATION-001,
RC-RESP-001,rule_card,wiki/rule_cards/RC-RESP-001.md,authoritative,complete,RC,normal_clinical,retrieval;control_support;regulatory_boundary;treatment_boundary;gold_candidate,true,false,true,RC-CITATION-001,,new_biomedical_fact_generation;positive_generation;sft_training,,RC-CITATION-001,
RC-SYNTHESIS-SCOPE-001,rule_card,wiki/rule_cards/RC-SYNTHESIS-SCOPE-001.md,authoritative,complete,RC,normal_clinical,retrieval;control_support;regulatory_boundary;treatment_boundary;gold_candidate,true,false,true,RC-CITATION-001,,new_biomedical_fact_generation;positive_generation;sft_training,,RC-CITATION-001,
RC-SYSTEM-DRUG-RAU-002,rule_card,wiki/rule_cards/RC-SYSTEM-DRUG-RAU-002.md,authoritative,complete,RC,normal_clinical,retrieval;control_support;regulatory_boundary;treatment_boundary;gold_candidate,true,false,true,RC-CITATION-001,,new_biomedical_fact_generation;positive_generation;sft_training,,RC-CITATION-001,
RC-TCM-COMPATIBILITY-RAU-003,rule_card,wiki/rule_cards/RC-TCM-COMPATIBILITY-RAU-003.md,authoritative,complete,RC,normal_clinical,retrieval;control_support;regulatory_boundary;treatment_boundary;gold_candidate,true,false,true,RC-CITATION-001,,new_biomedical_fact_generation;positive_generation;sft_training,,RC-CITATION-001,
RC-TOX-001,rule_card,wiki/rule_cards/RC-TOX-001.md,authoritative,complete,RC,high_regulatory,retrieval;control_support;regulatory_boundary;treatment_boundary;gold_candidate,false,true,true,RC-CITATION-001;RC-DISEASE-REGULATORY-001,,new_biomedical_fact_generation;positive_generation;sft_training;unsupported_high_risk_positive_claim,,RC-CITATION-001;RC-DISEASE-REGULATORY-001,
RC-TRAIN-READY-001,rule_card,wiki/rule_cards/RC-TRAIN-READY-001.md,authoritative,complete,RC,high_regulatory,retrieval;control_support;regulatory_boundary;treatment_boundary;gold_candidate,false,true,true,RC-CITATION-001;RC-DISEASE-REGULATORY-001,,new_biomedical_fact_generation;positive_generation;sft_training;unsupported_high_risk_positive_claim,,RC-CITATION-001;RC-DISEASE-REGULATORY-001,
RC-VES-001,rule_card,wiki/rule_cards/RC-VES-001.md,authoritative,complete,RC,high_regulatory,retrieval;control_support;regulatory_boundary;treatment_boundary;gold_candidate,false,true,true,RC-CITATION-001;RC-DISEASE-REGULATORY-001,,new_biomedical_fact_generation;positive_generation;sft_training;unsupported_high_risk_positive_claim,,RC-CITATION-001;RC-DISEASE-REGULATORY-001,
RC-WITHDRAWAL-MRL-001,rule_card,wiki/rule_cards/RC-WITHDRAWAL-MRL-001.md,authoritative,complete,RC,high_regulatory,retrieval;control_support;regulatory_boundary;treatment_boundary;gold_candidate,false,true,true,RC-CITATION-001;RC-DISEASE-REGULATORY-001,,new_biomedical_fact_generation;positive_generation;sft_training;unsupported_high_risk_positive_claim,,RC-CITATION-001;RC-DISEASE-REGULATORY-001,
CMP-001,comparison,wiki/comparisons/CMP-001-neonatal-diarrhea.md,needs_source_check,complete,SRC,diagnostic,retrieval;differential_support;gold_candidate,false,false,false,RC-CITATION-001,differential_routing;case_triage,positive_generation;regulatory_action;sft_training;standalone_treatment,,RC-CITATION-001,
CMP-002,comparison,wiki/comparisons/CMP-002-post-weaning-diarrhea.md,needs_source_check,complete,SRC,diagnostic,retrieval;differential_support;gold_candidate,false,false,false,RC-CITATION-001,differential_routing;case_triage,positive_generation;regulatory_action;sft_training;standalone_treatment,,RC-CITATION-001,
CMP-003,comparison,wiki/comparisons/CMP-003-respiratory-disease.md,needs_source_check,complete,SRC,diagnostic,retrieval;differential_support;gold_candidate,false,false,false,RC-CITATION-001,differential_routing;case_triage,positive_generation;regulatory_action;sft_training;standalone_treatment,,RC-CITATION-001,
CMP-004,comparison,wiki/comparisons/CMP-004-reproductive-failure.md,needs_source_check,complete,SRC,diagnostic,retrieval;differential_support;gold_candidate,false,false,false,RC-CITATION-001,differential_routing;case_triage,positive_generation;regulatory_action;sft_training;standalone_treatment,,RC-CITATION-001,
CMP-005,comparison,wiki/comparisons/CMP-005-vesicular-disease.md,needs_source_check,complete,SRC,diagnostic,retrieval;differential_support;gold_candidate,false,false,false,RC-CITATION-001,differential_routing;case_triage,positive_generation;regulatory_action;sft_training;standalone_treatment,,RC-CITATION-001,
CMP-006,comparison,wiki/comparisons/CMP-006-sudden-death-septicemia.md,needs_source_check,complete,SRC,diagnostic,retrieval;differential_support;gold_candidate,false,false,false,RC-CITATION-001,differential_routing;case_triage,positive_generation;regulatory_action;sft_training;standalone_treatment,,RC-CITATION-001,
CMP-007,comparison,wiki/comparisons/CMP-007-skin-pruritus-crusts.md,needs_source_check,complete,SRC,diagnostic,retrieval;differential_support;gold_candidate,false,false,false,RC-CITATION-001,differential_routing;case_triage,positive_generation;regulatory_action;sft_training;standalone_treatment,,RC-CITATION-001,
CMP-008,comparison,wiki/comparisons/CMP-008-neurologic-signs.md,needs_source_check,complete,SRC,diagnostic,retrieval;differential_support;gold_candidate,false,false,false,RC-CITATION-001,differential_routing;case_triage,positive_generation;regulatory_action;sft_training;standalone_treatment,,RC-CITATION-001,
CMP-009,comparison,wiki/comparisons/CMP-009-lameness-arthritis.md,needs_source_check,complete,SRC,diagnostic,retrieval;differential_support;gold_candidate,false,false,false,RC-CITATION-001,differential_routing;case_triage,positive_generation;regulatory_action;sft_training;standalone_treatment,,RC-CITATION-001,
CMP-010,comparison,wiki/comparisons/CMP-010-anemia-jaundice.md,needs_source_check,complete,SRC,diagnostic,retrieval;differential_support;gold_candidate,false,false,false,RC-CITATION-001,differential_routing;case_triage,positive_generation;regulatory_action;sft_training;standalone_treatment,,RC-CITATION-001,
CMP-011,comparison,wiki/comparisons/CMP-011-feed-toxin-gas.md,needs_source_check,complete,SRC,diagnostic,retrieval;differential_support;gold_candidate,false,false,false,RC-CITATION-001,differential_routing;case_triage,positive_generation;regulatory_action;sft_training;standalone_treatment,,RC-CITATION-001,
CMP-012,comparison,wiki/comparisons/CMP-012-parasite-wasting.md,needs_source_check,complete,SRC,diagnostic,retrieval;differential_support;gold_candidate,false,false,false,RC-CITATION-001,differential_routing;case_triage,positive_generation;regulatory_action;sft_training;standalone_treatment,,RC-CITATION-001,
CMP-013,comparison,wiki/comparisons/CMP-013-sow-reproductive-lactation.md,needs_source_check,complete,SRC,diagnostic,retrieval;differential_support;gold_candidate,false,false,false,RC-CITATION-001,differential_routing;case_triage,positive_generation;regulatory_action;sft_training;standalone_treatment,,RC-CITATION-001,
CMP-014,comparison,wiki/comparisons/CMP-014-handbook-disease-coverage-map.md,needs_source_check,complete,SRC,diagnostic,retrieval;differential_support;gold_candidate,false,false,false,RC-CITATION-001,differential_routing;case_triage,positive_generation;regulatory_action;sft_training;standalone_treatment,,RC-CITATION-001,
SYN-001-piglet-diarrhea,syndrome,wiki/syndromes/SYN-001-piglet-diarrhea.md,authoritative,complete,SRC,diagnostic,retrieval;diagnosis_support;differential_support;gold_candidate,true,false,true,RC-CITATION-001,differential_routing;case_triage,positive_generation;regulatory_action;sft_training;standalone_treatment,,RC-CITATION-001,
SYN-002-post-weaning-diarrhea,syndrome,wiki/syndromes/SYN-002-post-weaning-diarrhea.md,authoritative,complete,SRC,diagnostic,retrieval;diagnosis_support;differential_support;gold_candidate,true,false,true,RC-CITATION-001,differential_routing;case_triage,positive_generation;regulatory_action;sft_training;standalone_treatment,,RC-CITATION-001,
SYN-003-reproductive-failure,syndrome,wiki/syndromes/SYN-003-reproductive-failure.md,authoritative,complete,SRC,diagnostic,retrieval;diagnosis_support;differential_support;gold_candidate,true,false,true,RC-CITATION-001,differential_routing;case_triage,positive_generation;regulatory_action;sft_training;standalone_treatment,,RC-CITATION-001,
SYN-004-respiratory-syndrome,syndrome,wiki/syndromes/SYN-004-respiratory-syndrome.md,authoritative,complete,SRC,diagnostic,retrieval;diagnosis_support;differential_support;gold_candidate,true,false,true,RC-CITATION-001,differential_routing;case_triage,positive_generation;regulatory_action;sft_training;standalone_treatment,,RC-CITATION-001,
SYN-005-neurologic-signs,syndrome,wiki/syndromes/SYN-005-neurologic-signs.md,authoritative,complete,SRC,diagnostic,retrieval;diagnosis_support;differential_support;gold_candidate,true,false,true,RC-CITATION-001,differential_routing;case_triage,positive_generation;regulatory_action;sft_training;standalone_treatment,,RC-CITATION-001,
SYN-006-vesicular-disease,syndrome,wiki/syndromes/SYN-006-vesicular-disease.md,authoritative,complete,SRC,diagnostic,retrieval;diagnosis_support;differential_support;gold_candidate,true,false,true,RC-CITATION-001,differential_routing;case_triage,positive_generation;regulatory_action;sft_training;standalone_treatment,,RC-CITATION-001,
SYN-007-sudden-death-septicemia,syndrome,wiki/syndromes/SYN-007-sudden-death-septicemia.md,authoritative,complete,SRC,diagnostic,retrieval;diagnosis_support;differential_support;gold_candidate,true,false,true,RC-CITATION-001,differential_routing;case_triage,positive_generation;regulatory_action;sft_training;standalone_treatment,,RC-CITATION-001,
SYN-008-skin-pruritus-crusts,syndrome,wiki/syndromes/SYN-008-skin-pruritus-crusts.md,authoritative,complete,SRC,diagnostic,retrieval;diagnosis_support;differential_support;gold_candidate,true,false,true,RC-CITATION-001,differential_routing;case_triage,positive_generation;regulatory_action;sft_training;standalone_treatment,,RC-CITATION-001,
