fact_id,fact_type,subject,predicate,object,fact_confidence,evidence_source,evidence_source_id,evidence_url,evidence_quote_span,evidence_coverage,applies_to_species,applies_to_stage,jurisdiction
RAU3-COMBO-b98baa6e,tcm_combination_contraindication,金钱草,has_combination_or_contraindication,① 本品常与栀子、茵陈等同用，清湿热，利胆退黄，用于湿热黄疸。 ② 本品常配石韦、鸡内金、海金沙等，利水通淋，用于尿道 结石。 ③ 可配鲜车前草捣烂加白酒，擦患处治恶疮肿毒。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.497; line=2529; section=第十节 祛风渗湿药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-4c66db4e,tcm_combination_contraindication,海金沙,has_combination_or_contraindication,本品常配篇蓄、瞿麦、金钱草、墨旱莲等治热淋涩痛，善泄小肠、膀胱血分湿热，功专通利水道，可用于尿不利、尿结石、尿血等。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.498; line=2548; section=第十节 祛风渗湿药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-b4f6ef9b,tcm_combination_contraindication,地肤子,has_combination_or_contraindication,常与猪苓、通草、知母、黄柏、瞿麦等配合应用，能清利下焦湿热，用于尿不利、湿热瘙痒、皮肤湿疹等。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.498; line=2562; section=第十节 祛风渗湿药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-b4f6ef9b,tcm_caution_contraindication,地肤子,has_use_caution,阴虚无温热和尿多者忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.498; line=2562; section=第十节 祛风渗湿药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-407a909f,tcm_combination_contraindication,石韦,has_combination_or_contraindication,① 本品常与白茅根、车前、滑石同用，有清热利水通淋作用，用于尿闭、热淋等。 ② 常与蒲黄、当归、芍药等配合，凉血止血，用于血淋。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.499; line=2580; section=第十节 祛风渗湿药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-407a909f,tcm_caution_contraindication,石韦,has_use_caution,尿多者不用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.499; line=2580; section=第十节 祛风渗湿药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-3b65a2c8,tcm_combination_contraindication,篇蓄,has_combination_or_contraindication,本品常与瞿麦、滑石、木通、车前、甘草梢、栀子、大黄等配伍，用于治湿热淋证、尿短赤、尿血等。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.500; line=2603; section=第十节 祛风渗湿药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-3b65a2c8,tcm_caution_contraindication,篇蓄,has_use_caution,无湿热及胎前产后忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.500; line=2603; section=第十节 祛风渗湿药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-b15433d4,tcm_combination_contraindication,草薛,has_combination_or_contraindication,(1) 本品常配独活、桑寄生等，用治风湿痹痛。 ② 配益智仁、石菖蒲、乌药等，用治尿浑浊。 # 三、化湿药 气味芳香，能运化水湿，辟秽除浊的药物，称为化湿药。这类药物多属辛温香燥。芳香可助脾运，燥可祛湿，用于湿浊内阻、脾为湿困、运化失调等所致的肚腹胀满或呕吐草少、粪稀泄泻、精神短少、四肢无力、舌苔白腻等。但阴虚血燥及气虚者应慎用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.501; line=2621; section=第十节 祛风渗湿药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-0976c0b1,tcm_combination_contraindication,藿香,has_combination_or_contraindication,① 本品常与苍术、厚朴、陈皮、甘草、半夏等配伍，用于治湿浊内阻、脾为湿困、运化失调的肚腹胀满、少食、神疲、粪便溏泄、口腔滑利、舌苔白腻等偏湿的病证。 ② 常配紫苏叶、白芷、陈皮、厚朴，用于治感冒而夹有湿滞之证。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.502; line=2640; section=第十节 祛风渗湿药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-0976c0b1,tcm_caution_contraindication,藿香,has_use_caution,阴虚无湿及胃虚作呕者忌用。不宜久煎。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.502; line=2640; section=第十节 祛风渗湿药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-414d5e8f,tcm_combination_contraindication,佩兰,has_combination_or_contraindication,① 本品常与藿香、厚朴、白豆蔻等同用，用于治湿热浊邪郁于中焦所致的肚腹胀满、舌苔白腻和暑湿表证等。 ② 常与藿香、厚朴、鲜荷叶等配伍，善解暑热而生津，用于治暑热内蕴、肚腹胀满。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.502; line=2659; section=第十节 祛风渗湿药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-414d5e8f,tcm_caution_contraindication,佩兰,has_use_caution,阴虚血燥、气虚者不宜用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.502; line=2659; section=第十节 祛风渗湿药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-23d046a9,tcm_combination_contraindication,苍 术,has_combination_or_contraindication,① 本品常配厚朴、陈皮、甘草等，如平胃散，用于治湿困脾胃、运化失司、食欲不振、消化不良、胃寒草少、腹痛泄泻。 ② 常配独活、秦艽、牛膝、薏苡仁、黄柏等，用于治关节疼痛、风寒湿痹。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.503; line=2678; section=第十节 祛风渗湿药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-23d046a9,tcm_caution_contraindication,苍 术,has_use_caution,阴虚有热或多汗者忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.503; line=2678; section=第十节 祛风渗湿药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-b5958ce9,tcm_combination_contraindication,白豆蔻,has_combination_or_contraindication,① 本品常与苍术、厚朴、陈皮、半夏等同用，用治胃寒草少、腹痛下痢、脾胃气滞、肚腹胀满、食积不消等；可配薏苡仁、厚朴，用于湿盛；可配黄芩、黄连、滑石等，用于热盛；常与益智仁、木香、槟榔、草果等同用，治马翻胃吐草。 ② 常与半夏、藿香、生姜等配伍，能行气而止呕，用治胃寒呕吐。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.504; line=2698; section=第十节 祛风渗湿药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-e087755d,tcm_combination_contraindication,草豆蔻,has_combination_or_contraindication,① 本品配砂仁、陈皮、建曲等，用于治因脾胃虚寒的食欲不 振、食滞腹胀、冷肠泄泻、伤水腹痛等。 ② 常与高良姜、生姜、吴茱萸等同用，用于治寒湿郁滞中焦，气逆作呕。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.504; line=2713; section=第十节 祛风渗湿药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-e087755d,tcm_caution_contraindication,草豆蔻,has_use_caution,"阴血不足、无寒湿郁滞者不宜用。 祛风渗湿药功能比较见表6-2。 表 6-2 祛风渗湿药功能比较 类别药物相同点不同点祛风湿药羌活祛风寒湿邪,治风湿痹证羌活、独活、威灵仙、乌梢蛇性偏祛风,而威灵仙又善于通经;羌活上行力大,多用于表证;独活下行力强,多用于里证;乌梢蛇善于走窜,祛风力大;五加皮、木瓜偏于祛湿,而五加皮又能强筋骨、利水肿;木瓜善治经络之湿邪;秦艽性较平和、善疏筋,退虚热,兼润肠通便;防己苦寒下行,能利水肿;稀苍草兼平肝安神;桑寄生长于补肝肾,强筋骨;藁本发表散寒,多用于风寒感冒,颈项强硬;马钱子善于活络散...",0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.504; line=2713; section=第十节 祛风渗湿药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-b0fabdea,tcm_combination_contraindication,半 夏,has_combination_or_contraindication,① 常配橘皮同用，如二陈汤，治痰湿阻肺之咳嗽气逆、痰多质稠者；配秫米以化痰和胃安神，治湿痰内盛、胃气失和而夜寐不安者。 ② 本品用于胃气上逆呕吐。半夏为止呕要药，常配生姜同用，如小半夏汤，用于各种原因的呕吐，皆可随证配伍用之，对痰饮或胃寒呕吐尤宜；配黄连，用于胃热呕吐；配石斛、麦冬，则用于胃阴虚呕吐；配人参、白蜜，如大半夏汤，用于胃气虚呕吐。 ③ 本品配干姜、黄连、黄芩，如半夏泻心汤，以苦辛通降，开痞散结，治肚腹胀满。 ④ 本品配昆布、海藻、贝母等，治瘿瘤痰核；以生品研末调敷或鲜品捣敷，治痈疽发背、无名肿毒、毒蛇咬伤。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.506; line=2761; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-b0fabdea,tcm_caution_contraindication,半 夏,has_use_caution,① 反乌头。 ② 其性温燥，一般而言阴虚燥咳、血证、热痰、燥痰应慎用。然经过配伍热痰证亦可用之。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.506; line=2761; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-4eb70071,tcm_combination_contraindication,天南星,has_combination_or_contraindication,① 本品常配半夏、枳实等，如导痰汤，治顽痰阻肺、咳喘胸闷；配黄芩、瓜萎等清热化痰药用之，用于痰热咳嗽。 ② 本品用于风痰证，如眩晕、中风、癫痫、口眼斜及破伤风等。本品专走经络，善祛风痰而止痉。配半夏、天麻等，用于治风痰眩晕；配半夏、川乌、白附子等，治风痰留滞经络、瘫痪、四肢麻木、口眼歪斜等，如青州白丸子；配白附子、天麻、防风等，如玉真散，治破伤风角弓反张，痰涎壅盛。 ③ 本品研末醋调敷，可治痈疽肿痛、痰核；配雄黄为外敷，用于毒蛇咬伤。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.507; line=2785; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-4eb70071,tcm_caution_contraindication,天南星,has_use_caution,阴虚燥痰及孕畜忌用。 # 附胆南星 为天南星用牛胆汁拌制而成的加工品。药性苦、微辛、凉，归肝、胆经。功能清热化痰、息风定惊。主治中风、癫痫、惊风、头风眩晕、痰火喘咳等证。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.507; line=2785; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-a84599a8,tcm_combination_contraindication,芥子,has_combination_or_contraindication,① 本品常与紫苏子、莱菔子同用，如三子养亲汤，用于治寒痰滞、咳嗽气喘；可与甘遂、大戟等配伍，用于痰饮停滞胁痛。 ② 本品与桂枝、白附子等同用，散结止痛，祛经络之痰，用于治痰湿阻滞经络所致的肢体关节疼痛。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.508; line=2811; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-a84599a8,tcm_caution_contraindication,芥子,has_use_caution,肺虚久咳及无寒痰停滞者忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.508; line=2811; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-e9dd9b78,tcm_combination_contraindication,桔梗,has_combination_or_contraindication,① 本品用于肺气不宜的咳嗽痰多，胸闷不畅。本品辛散苦泄，宣开肺气，化痰利气，无论属寒属热皆可应用。配紫苏、杏仁，如 杏苏散，用于风寒者；配桑叶、菊花、杏仁，如桑菊饮，用于风热者；配枳壳以升降气机、理气宽胸，用于胸膈痞闷、痰阻气滞、升降失司者。 ② 本品配射干、马勃、板蓝根等以清热解毒利咽，用于外邪犯肺、咽喉肿痛者。 ③ 本品配甘草，治肺痈咳而胸满，时出浊唾腥臭，久久吐脓者，如《金匮要略》中桔梗汤；临床上常配以鱼腥草、冬瓜仁等，以加强清肺排脓之效。 ④ 本品可以其宣开肺气而通二便，用治隆闭、便秘。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.509; line=2832; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-e9dd9b78,tcm_caution_contraindication,桔梗,has_use_caution,① 本品性升散，凡气机上逆、呕吐、呛咳、眩晕、阴虚火旺咯血等，不宜用。 ② 用量过大易致恶心呕吐，又因桔梗皂苷有溶血作用，不宜注射给药。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.509; line=2832; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-f29cc527,tcm_combination_contraindication,旋覆花,has_combination_or_contraindication,① 配紫苏子、半夏，用于治寒痰咳喘；配桑白皮、瓜萎以清热化痰，用于属痰热者；配海浮石、海蛤壳等以化痰软坚，用于顽 痰胶结、胸中满闷者。 ② 本品配赭石、半夏、生姜等，如旋覆代赭汤，治痰浊中阻、胃气上逆而嗳气呕吐者。 ③ 本品属于含槲皮素药物，避免与含各种金属离子的西药，如氢氧化铝制剂、钙制剂、亚铁制剂等同用，原因是易形成络合物，影响吸收。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.510; line=2857; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-f29cc527,tcm_caution_contraindication,旋覆花,has_use_caution,① 阴虚劳嗽、津伤燥咳者忌用。 ② 因本品有绒毛，易刺激咽喉作痒而致呛咳呕吐，故需布包入煎。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.510; line=2857; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-4c2db572,tcm_combination_contraindication,白前,has_combination_or_contraindication,本品常与紫菀、半夏同用，用于偏寒者；与桑白皮、地骨皮配伍，用于便热者；与荆芥、桔梗、陈皮等同用，如止嗽散，用于外感咳嗽。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.511; line=2881; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-41d9832a,tcm_combination_contraindication,前 胡,has_combination_or_contraindication,① 本品常配杏仁、桑皮、贝母等，用于痰热阻肺、肺气失降者，咳喘痰多色黄者；常与白前相须为用，用于寒痰湿痰证。 ② 本品常配伍桑叶、牛蒡子、桔梗等，用于外感风热咳嗽有痰者；配伍荆芥、紫菀等，用于风寒咳嗽。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.511; line=2895; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-41d9832a,tcm_caution_contraindication,前 胡,has_use_caution,阴虚咳嗽、寒痰咳嗽者均不宜用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.511; line=2895; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-0d461277,tcm_combination_contraindication,瓜萎,has_combination_or_contraindication,① 临床常配知母、浙贝母等同用，用于治幼畜膈热、咳嗽痰喘、久延不愈者；可配黄芩、胆南星、枳实等，如清气化痰丸，用于痰热内结、咳痰黄稠、胸闷而大便不畅者。 ② 本品配鱼腥草、芦根等同用，可治肺痈咳吐脓血；配败酱草、红藻等同用，用于治肠痈；配当归、乳香、没药，亦可配蒲公英、银花、牛蒡子等同用，用于治乳痈初起、红肿热痛。 ③ 本品常配火麻仁、郁李仁等同用，用于肠燥便秘。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.512; line=2916; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-0d461277,tcm_caution_contraindication,瓜萎,has_use_caution,① 本品甘寒而滑，脾虚便溏及湿痰、寒痰者忌用。 ② 反乌头。 # 附 瓜萎皮、瓜萎仁 瓜萎皮偏清化热痰而润肺止咳；瓜萎仁偏润肠通便。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.512; line=2916; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-631e5de6,tcm_combination_contraindication,川贝母,has_combination_or_contraindication,① 本品配沙参、麦冬等养阴润肺化痰止咳，用于肺虚劳咳、 阴虚久咳有痰者；配知母，如二母丸，清肺润燥化痰止咳，治肺热肺燥咳嗽。 ② 配玄参、牡蛎等，如消瘰丸，化痰软坚消瘰病，治痰火郁结之瘰病；配蒲公英、鱼腥草等清热解毒、消肿散结，治热毒壅结之疮痈、肺痈。 ③ 本品为含生物碱药物，避免与碘离子制剂、碳酸氢钠等碱性较强的西药，重金属药（如硫酸亚铁、硫酸镁、氢氧化铝等）、酶制剂、阿托品、氨茶碱、地高辛、咖啡因、苯丙胺等配伍，以免发生沉淀减低疗效，影响溶解度，妨碍吸收，或增加毒性，产生拮抗等。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.513; line=2943; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-631e5de6,tcm_caution_contraindication,川贝母,has_use_caution,① 脾胃虚寒及有湿痰者忌用。 ② 反乌头。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.513; line=2943; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-470f2207,tcm_combination_contraindication,浙贝母,has_combination_or_contraindication,① 配桑叶、前胡等，可治风热咳嗽；常配瓜萎、知母等，治痰热郁肺之咳嗽。 ② 本品用于瘰病、痈疡疮毒、肺痈等。本品能苦泄清热毒、开郁散结，治瘰疬结核，配玄参、牡蛎等，如消瘰丸；治疮痈，配连翘、蒲公英等；治肺痈，配鱼腥草、芦根等。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.514; line=2967; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-470f2207,tcm_caution_contraindication,浙贝母,has_use_caution,① 脾胃虚寒及有湿痰者忌用。 ② 反乌头。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.514; line=2967; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-641ffc0b,tcm_combination_contraindication,天竺黄,has_combination_or_contraindication,本品与黄连、菖蒲、郁金等药物同用，治中风痰壅、癫痫等；常与瓜萎、贝母等同用，用于治疗肺热咳嗽痰多。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.515; line=2987; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-641ffc0b,tcm_caution_contraindication,天竺黄,has_use_caution,非实热者忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.515; line=2987; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-cc54e865,tcm_combination_contraindication,竹沥,has_combination_or_contraindication,① 本品与半夏、黄芩等药物同用，如竹沥达痰丸，用于痰热咳喘、痰稠难咯，顽痰胶结者最宜。 ② 本品用于中风痰迷等。本品入心、肝经，善涤痰泄热而开 兽/药/合理/应/用/与/联/用/手/册 窍定惊。本品配姜汁饮之，用于治疗中风口噤；配胆南星、牛黄等同用，用于治疗惊痫癫狂。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.515; line=3005; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-cc54e865,tcm_caution_contraindication,竹沥,has_use_caution,本品性寒滑，对寒痰及便溏者忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.515; line=3005; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-9b22b669,tcm_combination_contraindication,竹茹,has_combination_or_contraindication,① 本品配瓜萎、桑白皮等同用，用于肺热咳嗽、痰黄稠者；配枳实、半夏、茯苓，如温胆汤，用于痰火内扰心神烦躁不安者。 ② 本品配黄连、半夏等同用，能清胃止呕，用于胃热呕吐；可配橘皮、生姜、人参等同用，如《金匮要略》中橘皮竹茹汤，用于胃虚有热而呕者。 ③ 本品有凉血止血作用，可用于吐血、衄血、崩漏等。 # 二、止咳平喘药 本类药物其味或辛或苦或甘，其性或温或寒，其止咳平喘之理也就有宣肺、清肺、润肺、降肺、敛肺及化痰之别。而药物有的偏于止咳，有的偏于平喘，有的则兼而有之。 本类药物主治咳喘，而咳喘之证病情复杂，有外感内伤之别、寒热虚实之异。临床应用时应审证求因，随证选用不同的止咳、平喘药，并配伍相应的有关药物，不可见咳治咳、见喘治喘。 个别...,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.516; line=3028; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-16178070,tcm_combination_contraindication,杏仁,has_combination_or_contraindication,① 本品随证配伍可用于多种咳喘病证。如与麻黄、甘草配伍，即三拗汤，散风寒、宣肺平喘，用于风寒咳喘；与桑叶、菊花配伍，如桑菊饮，散风热、宣肺止咳，用于风热咳嗽；与桑叶、贝母、沙参配伍，如桑杏汤，清肺润燥止咳，用于燥热咳嗽；与石膏等配伍，如麻杏石甘汤，清肺泄热、宣肺平喘，用于肺热咳喘。 ② 本品与柏子仁、郁李仁等同用，如《世医得效方》五仁丸，能润肠通便，用于肠燥便秘。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.517; line=3052; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-16178070,tcm_caution_contraindication,杏仁,has_use_caution,① 阴虚咳嗽者忌用。 ② 本品有小毒，用量不宜过大。 # 附 甜杏仁 为蔷薇科植物杏或山杏的部分栽培种而其味甘甜的成熟种子。性味、甘平，功能润肺止咳。主要用于虚劳咳喘。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.517; line=3052; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-1324156c,tcm_combination_contraindication,百 部,has_combination_or_contraindication,① 本品用于新久咳嗽、百日咳、肺痨咳嗽。本品甘润苦降，微温不燥，功专润肺止咳，无论外感内伤、暴咳、久嗽，皆可用之。多与荆芥、桔梗、紫菀等同用，用于风寒咳嗽，如止嗽散；与黄芪、沙参、麦冬等配伍，用于久咳不已、气阴两虚者，如百部汤；与沙参、麦冬、川贝母等药物同用，用于肺痨咳嗽、阴虚者。现代临床以本品为主，配黄芩、丹参，治肺结核，对痰菌转阴及病灶吸收均有一定疗效。可单用或与贝母、紫菀、白前等同用，用于治疗百日咳。 ② 本品浓煎，内服，治蛲虫病；可单用或配蛇床子、苦参等煎汤外洗，治阴道滴虫；可制成 20\% 乙醇液或 50\% 水煎剂外搽，治头虱、体虱及疥癣。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.518; line=3076; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-92e2e970,tcm_combination_contraindication,紫苑,has_combination_or_contraindication,本品与荆芥、桔梗等同用，适用于风寒犯肺、咳嗽咽痒；与阿胶、贝母等药配伍，养阴润肺、化痰止嗽，用于阴虚劳咳、痰中带血。本品还可用于肺痈、肺痹及小便不通等证，盖取其宜开肺气之功。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.519; line=3094; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-0c494087,tcm_combination_contraindication,款冬花,has_combination_or_contraindication,与麻黄等同用，尤宜于寒嗽；与桑白皮、瓜萎配伍，用于肺热咳喘；可与人参、黄芪同用，适用于肺气虚而咳者；与沙参、麦冬等配伍，用于阴虚燥咳；配百合同用，如百花膏，用于喘咳日久、痰中带血；配桔梗、薏苡仁等同用，如《疮疡经验全书》款花汤，用于肺痈咳吐脓痰。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.519; line=3108; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-a81ce122,tcm_combination_contraindication,紫苏子,has_combination_or_contraindication,① 多与芥子、莱菔子同用，如三子养亲汤，用于痰壅气逆、咳嗽气喘；与肉桂、当归、厚朴等温肾化痰下气之品同用，如苏子降气汤，用于上盛下虚之久咳痰喘。 ② 多与杏仁、火麻仁、瓜萎仁等同用，如《济生方》紫苏麻仁粥，能润燥滑肠，又能降泄肺气以助大肠传导，用于肠燥便秘。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.520; line=3122; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-a81ce122,tcm_caution_contraindication,紫苏子,has_use_caution,本品有滑肠耗气之弊，阴虚咳喘及脾虚便溏者慎用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.520; line=3122; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-f9ceb5f6,tcm_combination_contraindication,桑白皮,has_combination_or_contraindication,① 本品用于肺热咳喘。本品性寒入肺经，能泻肺火兼泻肺中水气而平喘。与地骨皮等同用，用于治疗肺热咳喘；可与麻黄、杏仁、葶苈子等同用，用于水饮停肺、胀满喘急；与人参、五味子、熟地黄等同用，用于肺虚有热而咳喘气短、潮热、盗汗者。 ② 本品与茯苓皮、大腹皮等同用，如五皮饮，用于全身水肿、小便不利者。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.520; line=3143; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-0345295e,tcm_combination_contraindication,葶苈子,has_combination_or_contraindication,① 与板蓝根、浙贝母、桔梗等药物同用，如清肺散，用于痰涎壅盛、肺气喘促、咳逆之实证。 ② 与防己、椒目、大黄同用，即己椒苈黄丸，用于治腹水肿满属湿热蕴阻者；与杏仁、大黄、芒硝同用，如大陷胸丸，治结胸证之胸胁积水。近代用本品配伍其他药物，治渗出性胸膜炎等有效。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.521; line=3161; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-0345295e,tcm_caution_contraindication,葶苈子,has_use_caution,肺虚喘促、脾虚肿满、膀胱气虚者忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.521; line=3161; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-2a3aef0f,tcm_combination_contraindication,马兜铃,has_combination_or_contraindication,与桑白皮、黄芩、枇杷叶等同用，治肺热咳嗽痰喘者最宜；与阿胶、牛蒡子、杏仁等同用，如补肺阿胶汤，养阴清肺、止咳平喘，用于肺虚火盛、喘咳咽干或痰中带血者。此外，本品能清大肠积热。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.522; line=3181; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-2a3aef0f,tcm_caution_contraindication,马兜铃,has_use_caution,"① 用法用量不宜过大，以免引起呕吐。 (2) 本品中所含马兜铃酸有肾脏毒性, 应慎用。",0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.522; line=3181; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-73ecd79c,tcm_combination_contraindication,白果,has_combination_or_contraindication,① 配五味子、胡桃肉等以补肾纳气、敛肺平喘，用于治疗肺肾两虚之虚喘；配麻黄、黄芩等同用，如定喘汤，用于外感风寒而内有蕴热而喘者；配天冬、麦冬、款冬花以润肺止咳，用于肺热燥咳、喘咳无痰者；近代有以本品配地龙、黄芩等，治慢性气管炎属肺热型者。 ② 本品配熟地黄、山茱萸、覆盆子等，以补肾固涩，治小便频数、遗尿。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.522; line=3200; section=第十一节 化痰止咳平喘药,complete,swine,all_stages,China/handbook context
